OTUId	SRR997210.retroauricular_crease	SRR919650.antecubital_crease	SRR920854.hypothenar_palm	SRR995433.retroauricular_crease	SRR995441.retroauricular_crease	SRR920321.antecubital_crease	SRR920558.hypothenar_palm	SRR919767.retroauricular_crease	SRR920092.hypothenar_palm	SRR995253.retroauricular_crease	SRR920475.antecubital_crease	SRR997250.retroauricular_crease	SRR995234.retroauricular_crease	SRR920391.retroauricular_crease	SRR919514.inguinal_crease	SRR920782.inguinal_crease	SRR921183.inguinal_crease	SRR920057.hypothenar_palm	SRR920460.inguinal_crease	SRR919988.retroauricular_crease	SRR997256.retroauricular_crease	SRR997162.retroauricular_crease	SRR997242.retroauricular_crease	SRR920500.back	SRR920390.retroauricular_crease	SRR920750.antecubital_crease	SRR920751.back	SRR997235.retroauricular_crease	SRR919426.antecubital_crease	SRR921229.hypothenar_palm	SRR994889.retroauricular_crease	SRR919728.antecubital_crease	SRR919448.antecubital_crease	SRR920093.inguinal_crease	SRR920831.hypothenar_palm	SRR919958.inguinal_crease	SRR920336.retroauricular_crease	SRR920414.retroauricular_crease	SRR921162.hypothenar_palm	SRR920528.antecubital_crease	SRR920826.back	SRR919453.hypothenar_palm	SRR919951.back	SRR919413.retroauricular_crease	SRR919833.inguinal_crease	SRR919462.retroauricular_crease	SRR919713.inguinal_crease	SRR919752.antecubital_crease	SRR919470.hypothenar_palm	SRR997236.retroauricular_crease	SRR920303.hypothenar_palm	SRR921179.back	SRR919488.back	SRR919493.inguinal_crease	SRR921197.hypothenar_palm	SRR920832.inguinal_crease	SRR920857.inguinal_crease	SRR920398.antecubital_crease	SRR920780.hypothenar_palm	SRR920298.antecubital_crease	SRR920337.retroauricular_crease	SRR919388.hypothenar_palm	SRR919385.antecubital_crease	SRR920026.inguinal_crease	SRR997189.retroauricular_crease	SRR920567.retroauricular_crease	SRR919434.inguinal_crease	SRR920436.inguinal_crease	SRR920018.antecubital_crease	SRR919368.inguinal_crease	SRR997126.retroauricular_crease	SRR995210.retroauricular_crease	SRR920356.hypothenar_palm	SRR919711.antecubital_crease	SRR920429.back	SRR997216.retroauricular_crease	SRR920051.antecubital_crease	SRR919669.back	SRR920530.back	SRR995426.retroauricular_crease	SRR920850.back	SRR920757.inguinal_crease	SRR995227.retroauricular_crease	SRR920058.inguinal_crease	SRR919467.antecubital_crease	SRR997270.retroauricular_crease	SRR920790.retroauricular_crease	SRR920811.retroauricular_crease	SRR919512.hypothenar_palm	SRR921271.back	SRR920559.hypothenar_palm	SRR997156.retroauricular_crease	SRR920064.retroauricular_crease	SRR920795.antecubital_crease	SRR920017.antecubital_crease	SRR997180.retroauricular_crease	SRR919486.antecubital_crease	SRR920457.hypothenar_palm	SRR995427.retroauricular_crease	SRR920552.antecubital_crease	SRR994911.retroauricular_crease	SRR919792.hypothenar_palm	SRR919433.inguinal_crease	SRR919416.back	SRR920329.inguinal_crease	SRR920351.antecubital_crease	SRR920841.retroauricular_crease	SRR920405.hypothenar_palm	SRR920087.back	SRR920357.hypothenar_palm	SRR920085.antecubital_crease	SRR994903.retroauricular_crease	SRR920789.retroauricular_crease	SRR919787.back	SRR994891.retroauricular_crease	SRR919461.retroauricular_crease	SRR920045.back	SRR920865.retroauricular_crease	SRR920359.inguinal_crease	SRR920001.hypothenar_palm	SRR920568.retroauricular_crease	SRR920849.antecubital_crease	SRR920512.inguinal_crease	SRR920056.hypothenar_palm	SRR919831.hypothenar_palm	SRR995449.retroauricular_crease	SRR919419.inguinal_crease	SRR920467.retroauricular_crease	SRR920290.retroauricular_crease	SRR919794.inguinal_crease	SRR920313.retroauricular_crease	SRR920375.antecubital_crease	SRR920086.antecubital_crease	SRR919736.inguinal_crease	SRR920299.back	SRR919819.hypothenar_palm	SRR919522.retroauricular_crease	SRR995201.retroauricular_crease	SRR997137.retroauricular_crease	SRR919816.antecubital_crease	SRR995450.retroauricular_crease	SRR920024.hypothenar_palm	SRR920033.retroauricular_crease	SRR920484.inguinal_crease	SRR994901.retroauricular_crease	SRR920380.hypothenar_palm	SRR919957.inguinal_crease	SRR920879.inguinal_crease	SRR919826.antecubital_crease	SRR919801.retroauricular_crease	SRR920269.back	SRR920346.back	SRR920871.antecubital_crease	SRR919779.hypothenar_palm	SRR920423.back	SRR921261.hypothenar_palm	SRR920413.retroauricular_crease	SRR920452.antecubital_crease	SRR920833.inguinal_crease	SRR995440.retroauricular_crease	SRR919454.inguinal_crease	SRR919760.inguinal_crease	SRR921251.hypothenar_palm	SRR920352.back	SRR919956.hypothenar_palm	SRR920274.antecubital_crease	SRR920399.antecubital_crease	SRR919367.inguinal_crease	SRR920468.retroauricular_crease	SRR919791.hypothenar_palm	SRR919683.retroauricular_crease	SRR920511.hypothenar_palm	SRR920094.inguinal_crease	SRR920099.retroauricular_crease	SRR919776.antecubital_crease	SRR919487.antecubital_crease	SRR920323.back	SRR920491.retroauricular_crease	SRR919389.inguinal_crease	SRR920561.inguinal_crease	SRR920458.hypothenar_palm	SRR920322.antecubital_crease	SRR920289.retroauricular_crease	SRR920490.retroauricular_crease	SRR919471.retroauricular_crease	SRR920830.hypothenar_palm	SRR921151.back	SRR995258.retroauricular_crease	SRR919793.inguinal_crease	SRR920004.inguinal_crease	SRR919407.antecubital_crease	SRR920756.hypothenar_palm	SRR919475.antecubital_crease	SRR920856.inguinal_crease	SRR995185.retroauricular_crease	SRR920451.antecubital_crease	SRR919515.inguinal_crease	SRR920476.antecubital_crease	SRR919997.back	SRR995262.retroauricular_crease	SRR920400.back	SRR919827.back	SRR919494.inguinal_crease	SRR919955.hypothenar_palm	SRR919734.hypothenar_palm	SRR920510.hypothenar_palm	SRR921211.inguinal_crease	SRR919676.inguinal_crease	SRR921219.hypothenar_palm	SRR919441.retroauricular_crease	SRR919949.antecubital_crease	SRR919675.inguinal_crease	SRR919476.back	SRR919832.hypothenar_palm	SRR997152.retroauricular_crease	SRR920328.hypothenar_palm	SRR920520.retroauricular_crease	SRR919491.hypothenar_palm	SRR997229.retroauricular_crease	SRR919668.antecubital_crease	SRR919785.antecubital_crease	SRR920529.antecubital_crease	SRR920435.inguinal_crease	SRR920406.inguinal_crease	SRR920091.hypothenar_palm	SRR919423.retroauricular_crease	SRR920273.antecubital_crease	SRR920059.inguinal_crease	SRR920453.back	SRR920376.back	SRR920304.hypothenar_palm	SRR920282.inguinal_crease	SRR920537.inguinal_crease	SRR920407.inguinal_crease	SRR920358.inguinal_crease	SRR994898.retroauricular_crease	SRR997135.retroauricular_crease	SRR920003.inguinal_crease	SRR919995.antecubital_crease	SRR919973.back	SRR920428.antecubital_crease	SRR919729.antecubital_crease	SRR919834.inguinal_crease	SRR995208.retroauricular_crease	SRR920864.retroauricular_crease	SRR919431.hypothenar_palm	SRR919786.antecubital_crease	SRR920513.inguinal_crease	SRR920560.inguinal_crease	SRR919980.inguinal_crease	SRR921169.hypothenar_palm	SRR919842.retroauricular_crease	SRR919691.antecubital_crease	SRR995194.retroauricular_crease	SRR995244.retroauricular_crease	SRR920855.hypothenar_palm	SRR997191.retroauricular_crease	SRR994899.retroauricular_crease	SRR994905.retroauricular_crease	SRR919390.inguinal_crease	SRR919745.retroauricular_crease	SRR919971.antecubital_crease	SRR920280.hypothenar_palm	SRR919513.hypothenar_palm	SRR920781.inguinal_crease	SRR919667.antecubital_crease	SRR920002.hypothenar_palm	SRR920504.antecubital_crease	SRR919468.back	SRR994893.retroauricular_crease	SRR919479.inguinal_crease	SRR920279.hypothenar_palm	SRR919730.back	SRR995235.retroauricular_crease	SRR919768.retroauricular_crease	SRR919483.retroauricular_crease	SRR995184.retroauricular_crease	SRR997184.retroauricular_crease	SRR920427.antecubital_crease	SRR919712.hypothenar_palm	SRR997130.retroauricular_crease	SRR920848.antecubital_crease	SRR921283.hypothenar_palm	SRR920025.inguinal_crease	SRR919440.retroauricular_crease	SRR919408.back	SRR920766.retroauricular_crease	SRR920374.antecubital_crease	SRR919996.antecubital_crease	SRR919737.inguinal_crease	SRR919715.retroauricular_crease	SRR919979.inguinal_crease	SRR920483.inguinal_crease	SRR919987.retroauricular_crease	SRR920534.hypothenar_palm	SRR995241.retroauricular_crease	SRR997249.retroauricular_crease	SRR920350.antecubital_crease	SRR919707.retroauricular_crease	SRR995240.retroauricular_crease	SRR920477.back	SRR997206.retroauricular_crease	SRR920521.retroauricular_crease	SRR997243.retroauricular_crease	SRR919410.hypothenar_palm	SRR920749.antecubital_crease	SRR920275.back	SRR919452.hypothenar_palm	SRR919492.hypothenar_palm	SRR919706.retroauricular_crease	SRR920775.back	SRR920065.retroauricular_crease	SRR920535.hypothenar_palm	SRR921190.hypothenar_palm	SRR920765.retroauricular_crease	SRR920306.inguinal_crease	SRR919521.retroauricular_crease	SRR919415.antecubital_crease	SRR919965.retroauricular_crease	SRR920443.retroauricular_crease	SRR995193.retroauricular_crease	SRR919427.antecubital_crease	SRR919684.retroauricular_crease	SRR919508.antecubital_crease	SRR920314.retroauricular_crease	SRR995221.retroauricular_crease	SRR919825.antecubital_crease	SRR995207.retroauricular_crease	SRR920459.inguinal_crease	SRR994910.retroauricular_crease	SRR921275.inguinal_crease	SRR920281.inguinal_crease	SRR920382.inguinal_crease	SRR995434.retroauricular_crease	SRR997175.retroauricular_crease	SRR920305.inguinal_crease	SRR919950.antecubital_crease	SRR995191.retroauricular_crease	SRR919978.hypothenar_palm	SRR920381.hypothenar_palm	SRR920080.back	SRR919507.antecubital_crease	SRR919674.hypothenar_palm	SRR920433.hypothenar_palm	SRR919428.back	SRR920482.hypothenar_palm	SRR920505.antecubital_crease	SRR920544.retroauricular_crease	SRR997263.retroauricular_crease	SRR919411.retroauricular_crease	SRR920774.antecubital_crease	SRR920023.hypothenar_palm	SRR920545.retroauricular_crease	SRR919802.retroauricular_crease	SRR919673.hypothenar_palm	SRR920887.retroauricular_crease	SRR995226.retroauricular_crease	SRR920878.inguinal_crease	SRR995267.retroauricular_crease	SRR919432.hypothenar_palm	SRR919455.inguinal_crease	SRR920052.back	SRR920506.back	SRR920840.retroauricular_crease	SRR919744.retroauricular_crease	SRR919841.retroauricular_crease	SRR920803.inguinal_crease	SRR919447.antecubital_crease	SRR920886.retroauricular_crease	SRR919977.hypothenar_palm	SRR920779.hypothenar_palm	SRR920330.inguinal_crease	SRR920553.antecubital_crease	SRR920825.antecubital_crease	SRR921243.inguinal_crease	SRR919473.retroauricular_crease	SRR919500.retroauricular_crease	SRR919651.hypothenar_palm	SRR920804.inguinal_crease	SRR920812.retroauricular_crease	SRR995249.retroauricular_crease	SRR921293.hypothenar_palm	SRR995190.retroauricular_crease	SRR920824.antecubital_crease	SRR995211.retroauricular_crease	SRR919363.antecubital_crease	SRR997257.retroauricular_crease	SRR919654.retroauricular_crease	SRR919501.retroauricular_crease	SRR920755.hypothenar_palm	SRR919509.back	SRR997264.retroauricular_crease	SRR920366.retroauricular_crease	SRR920434.hypothenar_palm	SRR920536.inguinal_crease	SRR919366.hypothenar_palm	SRR920383.inguinal_crease	SRR920100.retroauricular_crease	SRR920773.antecubital_crease	SRR995202.retroauricular_crease	SRR997271.retroauricular_crease	SRR920758.inguinal_crease	SRR919652.inguinal_crease	SRR919449.back	SRR920034.retroauricular_crease	SRR920019.back
OTU_2	2897	2314	1685	263	5364	1007	502	2968	3895	4043	1463	1132	837	2206	301	110	0	4161	563	4448	167	785	4459	1561	3960	1104	91	166	2736	724	2903	558	996	129	2341	146	2703	1120	2	1592	66	471	8	3895	11697	4315	291	649	2318	91	752	18	262	498	1	2137	143	1049	5356	1402	1104	1079	968	174	2588	3829	581	40	5217	35	3407	54	327	2403	99	858	18	56	281	231	24	2292	4431	135	3486	1390	592	2000	371	77	217	2775	124	684	1085	3481	2551	876	851	1334	560	4178	508	210	519	117	1125	161	17	787	187	16	356	58	31	3819	11	554	25	4088	1644	866	22	2788	4990	4504	481	5347	133	1178	3822	1488	10	82	213	2531	6924	1722	20	9512	4784	5037	2979	5494	4382	717	657	71	685	6808	1286	1334	2194	2645	1747	577	2651	1949	1618	4914	319	27	264	102	2831	131	1280	48	2803	5240	952	1080	746	109	9982	2184	188	1498	55	5542	1400	1163	1710	3733	215	6644	17	60	11822	144	3818	2427	4005	58	577	1769	474	1633	10	586	193	41	546	4274	473	392	1455	42	294	5638	2912	80	182	4083	104	157	2117	2778	332	589	58	1803	26	513	2388	7835	609	818	270	270	1064	28	511	4175	14	4966	2570	594	2829	29	179	573	1184	289	333	3020	723	41	690	171	4	3931	601	144	4029	4942	9	619	5616	40	51	1159	818	454	72	864	2600	798	36	3678	444	318	68	109	4701	7367	2498	12382	780	3087	12324	1134	48	130	7275	37	1270	1339	3829	55	4935	118	672	3096	848	4517	1309	630	4667	5138	254	124	172	3935	2343	2097	100	388	2527	4516	25	47	1369	2	1841	430	6455	4166	2619	2248	56	2269	126	960	2043	90	39	94	406	4665	239	25	303	832	317	307	4124	289	5238	1139	1	910	400	383	264	213	157	5111	4205	221	979	3863	2691	4155	591	2764	4686	26	499	2676	486	12	144	1714	337	6673	30	924	1811	4129	1836	4143	1566	967	1003	3611	7107	3030	81	2808	54	158	144	2060	139	898	94	4885	5217	7083	183	3624	1637	1073	425	1028	415	56	1160	460	1115	1809	232	179	4295	25
OTU_9	9	19	12	212	0	5	21	99	688	13	10	46	7	0	0	0	0	847	5	134	34	0	2	6	0	1	27	33	6	11	221	2	3	30	16	1	4	0	0	6	31	284	1	6	0	4	1	11	145	45	2	0	0	0	0	2	2	8	65	7	1	119	208	6	0	2	2	2	163	1	14	41	32	14	0	0	10	1	0	224	0	1	1	77	70	13	3	295	743	3	5	7	91	180	63	21	7	7	2325	11	0	55	0	1	4	9	34	6	9	206	54	8	12	58	5	0	1	6	1	9	0	4	2	1049	145	0	5	0	2	0	0	15	7	1	0	21	0	2	2	38	1	122	199	14	274	1	2	23	7	17	4	3	446	10	3	13	2	8	2	1	0	1	98	0	13	12	27	9	0	128	2	222	178	37	16	12	0	0	3	10	9	22	5	2	5	65	0	44	0	0	61	21	21	0	0	3	6	27	0	311	1	60	4	14	2	42	0	1	120	8	18	0	2	57	14	5	9	1	26	6	1	10	2	11	754	11	73	293	0	0	9	1	1	9	0	1	0	3	19	4	16	5	2	229	19	1	5	3	10	8	0	1150	14	111	17	54	0	0	5	2	11	60	193	256	1	5	12	64	5	6	3	42	0	2	0	11	0	13	75	18	13	9	73	15	0	3	31	3	6	2	3	11	14	205	4	2	12	66	1	6	0	13	3	4	134	9	1	778	17	105	1	38	26	0	9	1	0	8	23	3	47	9	17	4	0	1	1	48	0	1	1	1	0	2173	23	0	10	235	134	9	0	3	6	33	0	4	14	0	3	9	4	311	1	1180	2	259	2	19	431	13	5	19	0	5	2	14	8	9	304	331	15	6	39	1	1	5	1	23	28	254	50	13	46	13	126	198	51	6	6	72	1	5	4	224	0	118	0	37	5	0	27	0	3	0	137	9
OTU_208	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_96	3	3	0	0	4	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	3	3	2	0	0	0	1	0	2	1	0	0	0	0	0	1	4	4	0	0	1	0	0	0	0	0	0	3	0	0	3	0	0	0	2	0	0	2	0	0	5	0	3	0	0	3	0	0	0	0	0	0	0	2	1	0	0	1	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	4	2	0	2	0	1	0	0	0	0	0	0	5	0	0	1	1	1	3	0	1	0	0	1	0	11	0	0	0	1	0	1	2	0	0	0	0	0	0	0	2	0	0	0	1	1	1	0	0	0	7	1	0	0	0	4	0	1	2	1	0	8	0	0	15	0	1	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	5	0	0	1	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	3	2	1	5	0	1	10	2	0	1	6	0	1	0	1	0	0	0	0	1	1	2	0	0	6	6	0	0	0	2	0	0	0	0	0	6	0	0	0	0	1	0	3	4	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	5	1	0	6	2	2	0	3	5	0	1	0	0	0	0	2	0	4	0	1	0	1	0	1	0	1	0	5	2	3	0	6	0	0	0	3	0	0	0	2	4	3	0	8	3	0	0	0	1	0	1	0	0	4	1	0	1	0
OTU_370	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	3	1	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	1	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_81	3	12	2	1	21	1	4	8	22	2	0	2	1	3	3	0	0	12	0	7	0	0	7	4	7	0	0	0	15	1	0	0	0	1	4	1	6	2	0	4	0	5	0	14	17	18	0	0	6	0	2	1	0	2	0	2	0	1	9	3	2	3	4	1	0	13	1	0	9	1	6	0	0	4	1	1	0	0	0	0	0	3	11	2	8	5	0	1	3	0	0	6	0	1	2	3	13	1	2	7	3	11	1	0	0	0	1	0	0	0	1	0	0	0	0	11	0	2	0	16	8	1	0	14	12	20	0	14	0	1	5	3	0	0	0	1	19	2	0	14	23	12	10	6	0	3	1	0	2	25	3	3	1	6	0	0	1	3	2	19	2	0	0	0	12	0	1	0	9	13	1	9	4	0	22	17	1	2	0	16	0	0	3	3	2	14	0	0	29	1	8	2	14	0	1	0	2	2	0	2	0	0	2	17	0	0	3	1	0	19	5	0	0	8	1	0	7	7	0	2	0	3	0	0	11	38	2	3	1	0	2	0	0	3	0	19	3	1	6	0	0	1	0	0	0	6	1	0	1	0	0	5	2	0	17	7	0	4	0	0	0	4	0	3	0	2	5	2	0	5	5	1	0	0	6	33	3	17	3	2	20	2	0	1	30	0	2	3	17	1	11	2	0	16	2	13	3	0	19	13	1	2	2	3	8	1	0	2	10	14	0	0	0	0	0	1	10	13	2	4	0	5	0	5	3	0	0	0	1	9	0	0	0	5	0	1	12	0	20	2	0	5	1	0	2	0	1	10	3	1	0	13	12	10	1	9	6	0	0	9	1	1	0	2	0	6	0	3	9	10	2	7	5	3	3	30	50	7	0	5	0	0	0	6	0	3	0	16	26	10	1	4	5	2	6	3	0	0	0	2	0	5	3	0	8	0
OTU_1	3	539	6	773	108	29	85	59	10	50	47	2	194	832	253	41	0	10	4728	2	588	0	10	76	173	1005	806	576	337	94	74	211	157	120	180	145	0	2	0	69	792	127	0	757	7295	4	2045	151	4345	3	62	0	89	8653	0	0	39	34	8	146	1	215	286	18	17	0	6788	63	1	8095	44	4855	95	629	25	0	15	211	7	873	6	0	156	134	342	24	0	1	122	46	19	1	367	13	6	32	273	71	2285	41	2541	163	9091	6226	22	78	135	23	1	108	11	5705	1	4974	4246	1	0	2	61	4	1	12	1176	24	131	41	789	238	166	12495	182	164	16	13945	10	164	1	603	3	2221	84	4	0	370	110	49	300	20	2569	53	60	65	19	155	80	76	1	165	14071	52	257	493	129	30	79	83	78	199	1028	131	55	128	562	299	2244	412	69	0	208	409	156	76	224	2	94	66	1	4403	7560	117	357	198	1002	103	3918	83	86	82	0	71	60	4945	6645	9	173	111	2513	4930	162	196	3	12474	6018	185	149	15	271	10	99	97	2298	156	1174	20	16	467	163	602	7	8	131	52	4193	329	926	729	15	278	4	13	93	106	12493	59	2	7	2541	62	28	11	0	67	149	84	46	13	2	2081	587	8668	21	1	119	149	121	218	75	221	59	470	829	85	214	47	1312	443	610	411	221	882	395	14	83	4	44	47	150	64	21	5502	156	11	23	1	76	156	25	195	1225	94	65	154	204	4	4309	2832	22	120	139	55	6	3	155	0	84	3269	6	1015	1	294	5350	442	27	136	826	46	2324	6931	2887	959	1344	958	2187	2216	54	2302	18	64	3	132	0	149	178	100	90	28	90	243	9	109	7	2	937	57	179	0	90	11	62	133	89	1	17	55	46	56	25	151	1	7	4	308	93	911	2065	704	41	829	24	1	3984	45	7661	2767	50	261	10	135	181	75	106	8	231	155	2713	199	3521	2	12	3896	2	15371	2054	102	0	11
OTU_3	1	154	49	73	0	111	16	6	12	122	152	119	1357	0	12	1111	2	16	57	1	110	0	3683	3869	1	31	734	129	52	33	0	782	10	43	9	2003	0	0	1	5	663	18	0	2966	238	1	59	89	2022	40	10	14	22	237	4	10	1138	87	189	15	0	766	2027	4	0	0	137	4279	18	1639	43	1	314	155	4495	0	3	159	0	87	3784	4	96	54	2962	115	9	0	10	3	6	4	13	5	3	46	69	12	1792	122	616	39	214	157	12	802	7	10	1	542	7	2	16	2993	0	0	0	4	2989	39	1	202	1832	54	8	0	131	2	246	939	0	8	7	540	0	76	0	328	1	831	1	4	1	35	0	10	3724	8	104	2	2728	2796	6	90	3887	20	0	11	2264	0	22	10	227	3629	51	733	131	8321	0	4	791	686	44	10	800	110	1	0	8874	38	29	99	557	0	1475	167	8	2	248	1637	3042	8	309	3424	2166	4	13	142	0	53	2	2937	138	38	700	419	151	155	301	34	19	452	136	29	45	5	779	4	153	279	2	15	1981	10	49	170	868	48	1	0	11	2937	51	30	1318	138	0	3289	22	23	942	298	882	26	12	7	93	4033	18	2	1	5	56	219	115	167	2	434	11	1795	197	3	518	15	3826	752	41	1184	9274	8	128	301	162	285	8	149	343	1226	1120	385	1087	128	131	4	2	9254	9	4	173	164	45	10	14	12	10	107	142	891	10	25	0	51	373	2979	2089	17	3440	11	40	10	3980	94	26	2	5	48	0	309	4	705	6	114	208	13	3	297	4	1	107	213	56	1380	76	1600	143	83	166	34	8	19	0	163	630	409	21	4	1008	0	3526	1558	190	9	1	6	618	0	26	1	44	29	9	4	4705	4	842	3	0	174	0	12	46	32	127	27	103	2983	5	354	3	0	3	14	2	13	229	1921	44	48	34	184	0	2847	591	591	78	698	43	115	145	2321	94	2365	61	2	4	16
OTU_4	0	157	2	80	0	344	335	0	25	13	490	39	4	2	48	40	0	26	54	92	48	0	1	208	2	1126	1278	46	28	74	16	173	189	55	34	12	3	4	0	100	1305	26	1	6	343	2	37	1034	132	21	70	0	876	62	0	2	47	344	20	192	1	72	1025	466	28	2	44	12	667	53	0	1	27	157	17	0	15	1709	324	84	214	7	105	65	1168	0	3	21	25	1053	68	0	1	765	82	0	24	70	145	434	1	170	60	289	138	70	10	54	1486	58	23	2	1	18208	0	0	1	1	6	10	2	208	17	153	269	0	71	7	3	475	1	197	23	93	247	137	2	8	22	642	1	23	22	1040	15	79	80	139	2166	14	196	198	274	120	208	53	4	269	612	0	41	16	35	19	41	49	1619	54	0	266	107	58	130	1	730	36	1470	0	51	935	87	1624	5	8	3	31	0	5	372	12	1199	34	189	33	0	87	166	2058	1	11	1497	18258	43	16	140	40	811	41	46	2	51	95	248	170	771	40	10	2	60	154	1254	279	29	128	147	268	260	139	336	231	53	5	62	801	5	12	27	84	41	744	82	147	488	11	1	0	2255	13	167	438	0	11	1009	6	6	17	22	6	1	63	6	109	51	11	39	170	41	309	45	2	50	28	1626	3	3	257	10	103	320	104	114	55	23	847	0	55	17	91	119	37	71	963	185	36	85	119	0	259	5	34	1892	737	7	1	129	1583	12	34	14	0	210	0	81	0	7	56	1	241	3	12	0	50	6	163	3	0	1296	0	43	21	429	11	33	140	66	28	138	16	36	50	2	265	92	38	917	70	53	8	3	8	217	49	1	12	129	6	24	31	16	20	178	1628	9	3	92	21	29	324	23	72	6	805	2009	1070	674	6	1	100	126	12	2	24	1	1555	7	979	10	55	4	36	1617	2	11	71	34	63	45	2	56	0	53	672	38	1763	85	735
