SRR995309.retroauricular_crease	SRR994938.retroauricular_crease	SRR919628.antecubital_crease	SRR919627.antecubital_crease	SRR995081.retroauricular_crease	SRR996616.retroauricular_crease	SRR919569.back	SRR995038.retroauricular_crease	SRR996313.retroauricular_crease	SRR996868.retroauricular_crease	SRR995482.retroauricular_crease	SRR995068.retroauricular_crease	SRR995480.retroauricular_crease	SRR995719.retroauricular_crease	SRR920651.antecubital_crease	SRR920930.retroauricular_crease	SRR920721.inguinal_crease	SRR919894.hypothenar_palm	SRR920576.retroauricular_crease	SRR920978.antecubital_crease	SRR995414.retroauricular_crease	SRR996392.retroauricular_crease	SRR919590.hypothenar_palm	SRR919919.hypothenar_palm	SRR919920.hypothenar_palm	SRR921089.inguinal_crease	SRR919869.hypothenar_palm	SRR921064.antecubital_crease	SRR996007.retroauricular_crease	SRR921047.retroauricular_crease	SRR995533.retroauricular_crease	SRR919924.antecubital_crease	SRR996149.retroauricular_crease	SRR920213.antecubital_crease	SRR994818.retroauricular_crease	SRR995473.retroauricular_crease	SRR921110.retroauricular_crease	SRR994995.retroauricular_crease	SRR921135.inguinal_crease	SRR995724.retroauricular_crease	SRR994788.retroauricular_crease	SRR994872.retroauricular_crease	SRR920212.antecubital_crease	SRR921133.hypothenar_palm	SRR995381.retroauricular_crease	SRR995004.retroauricular_crease	SRR996110.retroauricular_crease	SRR995709.retroauricular_crease	SRR920955.retroauricular_crease	SRR996145.retroauricular_crease	SRR996576.retroauricular_crease	SRR921128.antecubital_crease	SRR995345.retroauricular_crease	SRR921099.inguinal_crease	SRR920585.inguinal_crease	SRR920706.retroauricular_crease	SRR995158.retroauricular_crease	SRR921127.antecubital_crease	SRR920244.antecubital_crease	SRR995413.retroauricular_crease	SRR920659.back	SRR920745.inguinal_crease	SRR920219.hypothenar_palm	SRR994853.retroauricular_crease	SRR996915.retroauricular_crease	SRR994759.retroauricular_crease	SRR995530.retroauricular_crease	SRR920705.retroauricular_crease	SRR994783.retroauricular_crease	SRR920112.antecubital_crease	SRR919923.antecubital_crease	SRR920583.hypothenar_palm	SRR920729.retroauricular_crease	SRR996085.retroauricular_crease	SRR996036.retroauricular_crease	SRR996300.retroauricular_crease	SRR996077.retroauricular_crease	SRR919611.hypothenar_palm	SRR996506.retroauricular_crease	SRR995351.retroauricular_crease	SRR919598.hypothenar_palm	SRR996531.retroauricular_crease	SRR995458.retroauricular_crease	SRR995280.retroauricular_crease	SRR919629.back	SRR920584.hypothenar_palm	SRR919539.inguinal_crease	SRR921071.hypothenar_palm	SRR996032.retroauricular_crease	SRR995074.retroauricular_crease	SRR996227.retroauricular_crease	SRR920136.antecubital_crease	SRR994917.retroauricular_crease	SRR921007.hypothenar_palm	SRR995071.retroauricular_crease	SRR920251.inguinal_crease	SRR920152.retroauricular_crease	SRR994719.retroauricular_crease	SRR995938.retroauricular_crease	SRR920713.antecubital_crease	SRR920586.inguinal_crease	SRR920611.back	SRR919608.back	SRR920249.hypothenar_palm	SRR994974.retroauricular_crease	SRR920237.hypothenar_palm	SRR996561.retroauricular_crease	SRR919884.back	SRR921044.inguinal_crease	SRR994982.retroauricular_crease	SRR995467.retroauricular_crease	SRR995694.retroauricular_crease	SRR994857.retroauricular_crease	SRR919874.antecubital_crease	SRR920695.hypothenar_palm	SRR920923.back	SRR995382.retroauricular_crease	SRR995466.retroauricular_crease	SRR919899.antecubital_crease	SRR994862.retroauricular_crease	SRR995419.retroauricular_crease	SRR995714.retroauricular_crease	SRR996295.retroauricular_crease	SRR920672.inguinal_crease	SRR920198.retroauricular_crease	SRR996068.retroauricular_crease	SRR920137.antecubital_crease	SRR920947.back	SRR920120.inguinal_crease	SRR996153.retroauricular_crease	SRR919893.hypothenar_palm	SRR920609.inguinal_crease	SRR919538.hypothenar_palm	SRR995315.retroauricular_crease	SRR920922.inguinal_crease	SRR994803.retroauricular_crease	SRR995943.retroauricular_crease	SRR920655.hypothenar_palm	SRR996142.retroauricular_crease	SRR919603.retroauricular_crease	SRR995314.retroauricular_crease	SRR920113.antecubital_crease	SRR996541.retroauricular_crease	SRR994924.retroauricular_crease	SRR920145.inguinal_crease	SRR921144.retroauricular_crease	SRR920642.retroauricular_crease	SRR995567.retroauricular_crease	SRR995744.retroauricular_crease	SRR995349.retroauricular_crease	SRR920986.back	SRR920720.inguinal_crease	SRR920177.retroauricular_crease	SRR994714.retroauricular_crease	SRR995311.retroauricular_crease	SRR921002.antecubital_crease	SRR919878.inguinal_crease	SRR920143.hypothenar_palm	SRR996330.retroauricular_crease	SRR919599.inguinal_crease	SRR994887.retroauricular_crease	SRR921009.inguinal_crease	SRR995689.retroauricular_crease	SRR919936.retroauricular_crease	SRR994739.retroauricular_crease	SRR919531.retroauricular_crease	SRR995652.retroauricular_crease	SRR919588.back	SRR994749.retroauricular_crease	SRR920643.retroauricular_crease	SRR921107.inguinal_crease	SRR995065.retroauricular_crease	SRR995313.retroauricular_crease	SRR994793.retroauricular_crease	SRR920977.antecubital_crease	SRR996136.retroauricular_crease	SRR995459.retroauricular_crease	SRR995537.retroauricular_crease	SRR920138.back	SRR995566.retroauricular_crease	SRR996606.retroauricular_crease	SRR920970.retroauricular_crease	SRR920993.retroauricular_crease	SRR919551.hypothenar_palm	SRR996551.retroauricular_crease	SRR996924.retroauricular_crease	SRR995283.retroauricular_crease	SRR921006.hypothenar_palm	SRR919944.hypothenar_palm	SRR920983.hypothenar_palm	SRR996848.retroauricular_crease	SRR995497.retroauricular_crease	SRR920158.retroauricular_crease	SRR996601.retroauricular_crease	SRR920199.retroauricular_crease	SRR995377.retroauricular_crease	SRR996064.retroauricular_crease	SRR920722.back	SRR996522.retroauricular_crease	SRR996347.retroauricular_crease	SRR920607.hypothenar_palm	SRR994941.retroauricular_crease	SRR994838.retroauricular_crease	SRR995496.retroauricular_crease	SRR995048.retroauricular_crease	SRR996012.retroauricular_crease	SRR920920.hypothenar_palm	SRR919943.hypothenar_palm	SRR995923.retroauricular_crease	SRR920689.antecubital_crease	SRR920718.hypothenar_palm	SRR995485.retroauricular_crease	SRR920114.back	SRR921018.retroauricular_crease	SRR995383.retroauricular_crease	SRR995739.retroauricular_crease	SRR919535.antecubital_crease	SRR995312.retroauricular_crease	SRR995569.retroauricular_crease	SRR995129.retroauricular_crease	SRR996324.retroauricular_crease	SRR995966.retroauricular_crease	SRR920969.retroauricular_crease	SRR996286.retroauricular_crease	SRR995378.retroauricular_crease	SRR920671.hypothenar_palm	SRR995047.retroauricular_crease	SRR994828.retroauricular_crease	SRR920183.antecubital_crease	SRR994778.retroauricular_crease	SRR995310.retroauricular_crease	SRR919934.back	SRR995536.retroauricular_crease	SRR996028.retroauricular_crease	SRR920191.inguinal_crease	SRR920608.hypothenar_palm	SRR920662.retroauricular_crease	SRR995173.retroauricular_crease	SRR996279.retroauricular_crease	SRR995948.retroauricular_crease	SRR994958.retroauricular_crease	SRR994754.retroauricular_crease	SRR920184.antecubital_crease	SRR995899.retroauricular_crease	SRR995144.retroauricular_crease	SRR920160.antecubital_crease	SRR995531.retroauricular_crease	SRR996017.retroauricular_crease	SRR921010.back	SRR996127.retroauricular_crease	SRR996320.retroauricular_crease	SRR920166.hypothenar_palm	SRR994931.retroauricular_crease	SRR919612.hypothenar_palm	SRR919634.inguinal_crease	SRR921033.antecubital_crease	SRR919853.inguinal_crease	SRR995983.retroauricular_crease	SRR995041.retroauricular_crease	SRR996414.retroauricular_crease	SRR920192.inguinal_crease	SRR921043.hypothenar_palm	SRR995954.retroauricular_crease	SRR919553.inguinal_crease	SRR995412.retroauricular_crease	SRR995348.retroauricular_crease	SRR920618.retroauricular_crease	SRR920906.retroauricular_crease	SRR994914.retroauricular_crease	SRR996002.retroauricular_crease	SRR920243.antecubital_crease	SRR996342.retroauricular_crease	SRR996611.retroauricular_crease	SRR919536.back	SRR921035.hypothenar_palm	SRR996337.retroauricular_crease	SRR995565.retroauricular_crease	SRR996596.retroauricular_crease	SRR995346.retroauricular_crease	SRR996864.retroauricular_crease	SRR994928.retroauricular_crease	SRR994990.retroauricular_crease	SRR921072.inguinal_crease	SRR994764.retroauricular_crease	SRR920994.retroauricular_crease	SRR919548.back	SRR995417.retroauricular_crease	SRR995602.retroauricular_crease	SRR920587.back	SRR996429.retroauricular_crease	SRR996516.retroauricular_crease	SRR995418.retroauricular_crease	SRR994961.retroauricular_crease	SRR996546.retroauricular_crease	SRR920719.hypothenar_palm	SRR996571.retroauricular_crease	SRR919587.antecubital_crease	SRR919593.retroauricular_crease	SRR996481.retroauricular_crease	SRR920946.inguinal_crease	SRR996225.retroauricular_crease	SRR920594.retroauricular_crease	SRR920610.inguinal_crease	SRR996291.retroauricular_crease	SRR920944.hypothenar_palm	SRR920579.antecubital_crease	SRR919614.inguinal_crease	SRR995532.retroauricular_crease	SRR920914.antecubital_crease	SRR994949.retroauricular_crease	SRR920190.hypothenar_palm	SRR920602.antecubital_crease	SRR920931.retroauricular_crease	SRR920694.hypothenar_palm	SRR996396.retroauricular_crease	SRR920111.retroauricular_crease	SRR994823.retroauricular_crease	SRR996132.retroauricular_crease	SRR995563.retroauricular_crease	SRR920119.hypothenar_palm	SRR995933.retroauricular_crease	SRR995928.retroauricular_crease	SRR995100.retroauricular_crease	SRR995053.retroauricular_crease	SRR995507.retroauricular_crease	SRR919912.retroauricular_crease	SRR995054.retroauricular_crease	SRR994848.retroauricular_crease	SRR920666.antecubital_crease	SRR920619.retroauricular_crease	SRR920658.inguinal_crease	SRR994998.retroauricular_crease	SRR920943.hypothenar_palm	SRR995379.retroauricular_crease	SRR995535.retroauricular_crease	SRR919591.retroauricular_crease	SRR995481.retroauricular_crease	SRR921041.antecubital_crease	SRR996402.retroauricular_crease	SRR921081.retroauricular_crease	SRR995704.retroauricular_crease	SRR921104.antecubital_crease	SRR996592.retroauricular_crease	SRR919633.hypothenar_palm	SRR994813.retroauricular_crease	SRR920982.hypothenar_palm	SRR920121.inguinal_crease	SRR919596.back	SRR995754.retroauricular_crease	SRR996277.retroauricular_crease	SRR996419.retroauricular_crease	SRR919873.antecubital_crease	SRR995168.retroauricular_crease	SRR994744.retroauricular_crease	SRR921026.inguinal_crease	SRR994729.retroauricular_crease	SRR921017.retroauricular_crease	SRR920175.retroauricular_crease	SRR919632.hypothenar_palm	SRR995085.retroauricular_crease	SRR996501.retroauricular_crease	SRR994798.retroauricular_crease	SRR920578.antecubital_crease	SRR919568.antecubital_crease	SRR919528.back	SRR920631.hypothenar_palm	SRR996352.retroauricular_crease	SRR920130.retroauricular_crease	SRR919621.retroauricular_crease	SRR920690.antecubital_crease	SRR919886.retroauricular_crease	SRR995376.retroauricular_crease	SRR920118.hypothenar_palm	SRR920214.back	SRR920603.antecubital_crease	SRR995564.retroauricular_crease	SRR996496.retroauricular_crease	SRR996908.retroauricular_crease	SRR994925.retroauricular_crease	SRR996105.retroauricular_crease	SRR995534.retroauricular_crease	SRR995749.retroauricular_crease	SRR996557.retroauricular_crease	SRR994773.retroauricular_crease	SRR921036.inguinal_crease	SRR921070.hypothenar_palm	SRR920218.hypothenar_palm	SRR995086.retroauricular_crease	SRR921065.antecubital_crease	SRR920595.retroauricular_crease	SRR996390.retroauricular_crease	SRR920632.hypothenar_palm	SRR996081.retroauricular_crease	SRR995124.retroauricular_crease	SRR994867.retroauricular_crease	SRR996586.retroauricular_crease	SRR995058.retroauricular_crease	SRR994734.retroauricular_crease	SRR919572.hypothenar_palm	SRR994955.retroauricular_crease	SRR920984.inguinal_crease	SRR919927.inguinal_crease	SRR995952.retroauricular_crease	SRR996318.retroauricular_crease	SRR995568.retroauricular_crease	SRR920698.back	SRR920252.inguinal_crease	SRR995272.retroauricular_crease	SRR920939.antecubital_crease	SRR995729.retroauricular_crease	SRR996072.retroauricular_crease	SRR996511.retroauricular_crease	SRR919606.antecubital_crease	SRR921096.antecubital_crease	SRR919935.retroauricular_crease	SRR995344.retroauricular_crease	SRR995055.retroauricular_crease	SRR920161.back	SRR919613.inguinal_crease	SRR996059.retroauricular_crease	SRR921134.hypothenar_palm	SRR920746.back	SRR996855.retroauricular_crease	SRR996424.retroauricular_crease	SRR919546.antecubital_crease	SRR996385.retroauricular_crease	SRR920165.hypothenar_palm	SRR921008.inguinal_crease	SRR996357.retroauricular_crease	SRR919849.antecubital_crease	SRR919642.retroauricular_crease	SRR919573.hypothenar_palm	SRR994946.retroauricular_crease	SRR921129.back	SRR995472.retroauricular_crease	SRR996491.retroauricular_crease	SRR919911.retroauricular_crease	SRR920714.antecubital_crease	SRR996409.retroauricular_crease	SRR996928.retroauricular_crease	SRR919567.antecubital_crease	SRR994939.retroauricular_crease	SRR995699.retroauricular_crease	SRR920260.retroauricular_crease	SRR995380.retroauricular_crease	SRR921098.hypothenar_palm	SRR919552.hypothenar_palm	SRR995997.retroauricular_crease	SRR919877.inguinal_crease	SRR995044.retroauricular_crease	SRR919641.retroauricular_crease	SRR919543.retroauricular_crease	SRR920682.retroauricular_crease	SRR996090.retroauricular_crease	SRR920954.retroauricular_crease	SRR919870.hypothenar_palm	SRR920697.inguinal_crease	SRR919635.inguinal_crease	SRR920626.antecubital_crease	SRR920696.inguinal_crease	SRR919607.antecubital_crease	SRR996536.retroauricular_crease	SRR995023.retroauricular_crease	SRR994724.retroauricular_crease	SRR994808.retroauricular_crease	SRR920921.inguinal_crease	SRR996487.retroauricular_crease	SRR920674.back	SRR995095.retroauricular_crease	SRR921073.inguinal_crease	SRR920681.retroauricular_crease	SRR920657.inguinal_crease	SRR919575.inguinal_crease	SRR996173.retroauricular_crease	SRR996382.retroauricular_crease	SRR994833.retroauricular_crease	SRR920151.retroauricular_crease	SRR920915.antecubital_crease	SRR995056.retroauricular_crease	SRR994843.retroauricular_crease	SRR919582.retroauricular_crease	SRR920128.retroauricular_crease	SRR920663.retroauricular_crease	SRR920168.inguinal_crease	SRR920259.retroauricular_crease	SRR920635.back	SRR919620.retroauricular_crease	SRR995007.retroauricular_crease	SRR995083.retroauricular_crease	SRR995415.retroauricular_crease	SRR920945.inguinal_crease	SRR919530.hypothenar_palm	SRR996140.retroauricular_crease	SRR920907.retroauricular_crease	SRR920670.hypothenar_palm	SRR920627.antecubital_crease	SRR995562.retroauricular_crease	SRR996022.retroauricular_crease	SRR995075.retroauricular_crease	SRR995134.retroauricular_crease	SRR919574.inguinal_crease	SRR920206.hypothenar_palm	SRR995080.retroauricular_crease	SRR995059.retroauricular_crease	SRR996566.retroauricular_crease	SRR995104.retroauricular_crease	SRR920673.inguinal_crease	SRR995082.retroauricular_crease	SRR995958.retroauricular_crease	SRR994882.retroauricular_crease	SRR920185.back	SRR921066.back	SRR995416.retroauricular_crease	SRR919561.retroauricular_crease	SRR921001.antecubital_crease	SRR995178.retroauricular_crease	SRR920633.inguinal_crease	SRR920575.retroauricular_crease	SRR919885.retroauricular_crease	SRR920665.antecubital_crease	SRR996178.retroauricular_crease	SRR919900.antecubital_crease	SRR919533.retroauricular_crease	SRR919850.antecubital_crease	SRR920919.hypothenar_palm	SRR919581.retroauricular_crease	SRR996581.retroauricular_crease	SRR919560.retroauricular_crease	SRR920738.antecubital_crease	SRR920650.antecubital_crease	SRR995308.retroauricular_crease	SRR995275.retroauricular_crease	SRR920634.inguinal_crease	SRR919554.inguinal_crease	SRR920730.retroauricular_crease	SRR920144.inguinal_crease	SRR995962.retroauricular_crease	SRR995148.retroauricular_crease	SRR920159.antecubital_crease	SRR995734.retroauricular_crease	SRR996026.retroauricular_crease	SRR920985.inguinal_crease	SRR919928.inguinal_crease	SRR994877.retroauricular_crease	SRR995350.retroauricular_crease	SRR995139.retroauricular_crease	SRR996095.retroauricular_crease	SRR996074.retroauricular_crease	SRR920245.back	SRR921106.hypothenar_palm	SRR996310.retroauricular_crease	SRR919595.antecubital_crease
OTU_1	1168	1548	2373	1518	14888	59	4672	22732	2	176	4382	1549	1478	5	528	3098	27	1111	1669	2491	1990	19	1317	1411	2400	191	1316	39	7	4663	818	4212	1549	2083	4	1174	4697	3781	4	723	859	465	2448	106	4754	541	16	2	3378	140	351	39	1283	52	515	1786	822	42	2189	1681	2053	90	2547	1	218	32	1514	1962	385	473	3784	1881	990	103	0	3344	164	2133	406	3411	436	0	277	4483	4560	986	159	165	2560	2086	1	659	100	2610	7634	8	1502	2	6	463	542	2307	3447	2293	1932	272	7	3464	149	204	1	36	1	3702	910	3379	3898	1625	3100	62	4572	148	10587	473	485	207	572	4273	158	97	1358	774	442	4198	1895	30	0	795	21	2652	2907	1013	237	371	191	56	1087	2669	2	2723	3787	5	1290	22	937	1117	1608	1107	82	152	414	33	901	2549	3	4443	4514	4413	13	1062	131	23363	3734	3	1831	212	1268	27724	1885	2339	0	9491	3002	2219	74	3777	5271	4000	1303	2589	111	12199	2189	0	1439	1472	2	2021	3	40	817	6399	12	10302	986	7	2773	1572	0	907	513	4529	1829	3098	5309	40	1503	2466	28305	4	2	0	20249	10946	2393	988	2020	2	681	145	1845	4222	2193	0	19	998	4551	3	2	10	411	2	540	4	36	937	1348	0	4158	67	13	740	486	2110	1510	1308	1769	5	1473	679	183	359	0	396	1852	1860	2172	21310	147	1746	2560	621	172	3557	201	41	781	1	1575	4010	781	6627	3	1	4245	3517	3492	4462	2844	3	64	3141	112	99	781	1	1940	2527	81	33	64	725	1631	3433	2718	3949	207	1675	1863	3630	1014	971	4315	821	2	2474	1	1	1388	864	4	1773	25	5	12111	4135	14568	44	3694	1992	67	3636	4056	1167	2655	4362	2	705	74	42	61	710	1	1768	1754	3582	78	3532	3	63	41	3349	158	3	222	3	5172	912	1462	1796	3	420	1523	2427	4549	599	44	1409	1808	262	2264	1536	1753	2849	318	1639	1	107	303	31	2237	122	2	42	58	106	2298	1660	37	876	52	812	1576	141	164	38	1872	0	1516	508	4877	3458	2891	44	2168	2231	31	3871	1175	29	57	154	1784	1345	2373	1391	683	1649	383	85	225	1959	240	50	1853	0	1458	65	3	2793	4708	1837	3467	2213	255	10	32	383	40	193	1458	1333	35	1936	3255	199	2265	0	3175	7521	4326	2698	812	0	5401	2180	1377	2229	427	708	1862	1	2038	1730	0	4985	0	2606	0	41	704	154	2276	35	4	7	542	2496	2890	3	4766	1039	1557	64	2910	2212	856	441	3157	1091	75	1373	58	9772	1729	404	1558	12	1044	1	1602	260	4	1570	1	55	504	725	2611	4	1745	2251	2347	1873	102	1	7	4822	2070	1446	16	1285	2645	1145	3634	4282	125	924	528	421	1160	4640	32	216	983	11	0	70	430	24	2733	1695	1848	903	2368	0	30	22	3006	348	1	1437
OTU_3	205	0	6	2	35	0	0	23068	0	0	1	200	0	0	4	10	6	3	0	12	234	0	11	13	14	2	5	1	0	160	75	1	14	2	0	251	121	4	0	0	1	0	7	7	22	85	0	0	184	1	6	0	235	0	28	6	0	3	1	339	1	1	1	0	0	0	576	8	0	7	4	11	144	5	0	17	1	14	5	7	121	0	599	105	0	6	16	2	2	6480	0	4	8	55	14897	0	9	0	1	2	20	0	9	0	8	2	0	1	51	4	0	0	1	9	0	5	145	0	87	8	9	299	108	28	1	4	2	186	13	0	1	0	163	8	4	0	0	2	0	119	100	25	5	0	2	2	152	5	0	8	4	2	65	0	67	39	16	5	0	8	56	5	0	0	0	60	80	1	5	10	32	24093	16	0	3	2	283	108	4	17	0	60	13	21	1	433	7	137	2	0	0	3	13	0	4	308	0	0	0	0	0	73	2	3	130	0	2	3	0	0	2	0	3	245	16	1	179	15	112	3	0	0	6	74	259	6	6116	0	3	0	172	1	103	0	6	1	3	2	0	20	27	0	2	39	0	18	307	0	248	2	0	15	76	11	3	32	38	0	195	0	2	117	0	143	686	5	7	4	0	71	6	0	1	71	1	60	68	0	189	452	13	83	0	0	0	6	13	59	2	0	0	121	0	0	3	0	13	566	2	1	11	12	1	18	61	4	72	266	2	0	7	0	0	0	0	15	0	0	297	33	0	72	0	0	6	31	12	0	0	6	0	0	99	120	13	55	0	245	0	3	5	252	0	3	0	6	3	67	0	12	0	2	13	0	2	0	202	180	6	5082	0	50	9	6	2	3	0	56	8	0	0	508	48	0	0	279	0	0	0	0	17	256	0	5	0	0	3	5535	0	27	0	3	16	20	0	2	4955	0	4	88	4	7	7	0	124	1	0	113	36	0	0	2	25	25	1	418	375	7	155	0	7	3	0	0	39	0	44	8	0	66	59	3	2	49	522	0	0	5	80	0	2	0	0	0	26	4	9	0	6	14298	77	135	20	0	198	19	0	2	2	0	34	0	6	0	0	4	0	1	0	1	12	6	0	0	0	0	0	12	51943	0	56	219	0	1	2	0	2	50	54475	89	3	24	0	48	6	0	608	8	159	0	2	0	1	5370	0	0	18	400	3	0	6	72	11	17	2	0	4	7	0	6	0	17	637	19	1	67	2	2	3	2	335	10	7	78	8	9	0	0	16	4	8	8	21	0	92	0	182	1	0	118	0	187
OTU_310	11	1292	17	18	36	0	104	76	1	1	91	1	0	0	1	47	0	12	1	54	11	1	20	26	47	0	15	0	0	29	2	55	1	75	0	1	11	30	0	16	46	25	62	0	24	7	0	0	47	0	4	0	12	0	0	7	24	0	15	5	1	0	61	0	2	5	6	2	30	1	47	1	4	0	0	6	0	9	3	27	6	0	0	69	33	2	5	3	39	4	0	1	287	74	14	0	1	0	0	2	1	6	25	20	24	2	0	18	0	3	0	0	0	42	2	25	14	6	19	3	25	7	19	1	0	2	1	61	0	0	16	2	7	32	21	1	0	1	0	27	30	1	3	926	1	0	6	14	0	22	54	0	2	0	9	41	27	2	3	2	36	1	43	25	1	92	8	29	1	3	0	50	44	0	55	0	5	113	4	11	0	207	100	32	0	17	94	117	12	63	0	78	2	0	4	8	0	4	0	0	1	63	0	68	5	0	28	20	0	3	1	36	4	85	30	1	28	27	137	0	0	0	624	36	17	4	8	0	0	12	13	25	3	0	0	3	8	0	0	0	0	0	0	0	2	3	6	0	148	1	0	0	365	12	10	7	7	0	5	17	1	5	0	3	7	15	7	328	424	44	12	3	1	82	0	0	7	0	19	16	638	34	0	1	115	79	20	134	3	1	0	16	1	1	3	0	10	18	0	1	1	1	5	20	35	6	1	6	22	32	0	2	61	4	0	2	0	0	8	4	0	4	3	0	43	73	58	2	6	5	0	23	59	1	12	25	0	2	2	0	3	1	0	7	102	91	0	22	0	0	1	55	4	0	0	0	152	0	13	2	0	18	5	61	105	2	3	2	5	1	25	11	3	80	2	8	0	0	802	0	8	4	0	2	1	0	63	4	1	1	4	3	11	5	15	1	8	0	24	5	159	64	13	0	10	2	0	63	19	0	0	1	11	1	33	11	2	2	2	0	0	4	0	1	34	0	1	1	0	12	28	28	45	4	0	0	1	3	3	1	39	1069	2	8	16	1	63	0	55	34	24	49	2	0	68	36	4	10	1	1	11	0	15	95	0	83	0	8	0	0	2	0	41	0	0	1	1	23	12	0	110	0	10	0	13	4	5	0	7	4	0	35	0	93	5	1	11	0	2	1	30	7	0	6	0	1	0	1	4	0	5	8	9	40	1	0	0	4	33	3	0	25	58	19	50	98	1	16	1	1	9	72	0	5	4	0	0	3	0	1	46	48	26	58	20	0	0	0	18	5	0	5
OTU_2	882	63	199	1150	1334	62	16	1778	53	553	720	28	0	762	47	189	31	95	10	66	2387	18	303	69	158	98	66	1887	6376	633	1086	93	64	103	3971	1001	638	768	19	20	15	5695	203	125	1080	1792	841	3877	1339	32	592	23	895	250	257	22	2521	1812	133	1172	2	206	115	1616	1266	1765	1213	7	4585	60	76	688	606	230	11	1357	34	736	927	379	871	3433	2439	1574	17	244	513	234	483	4213	2650	97	760	668	20485	166	25	6142	3693	65	261	3	1267	152	95	13	6405	43	986	336	0	4890	1117	75	28	37	1625	0	489	1785	518	7005	850	263	29	82	52	112	102	231	48	48	929	470	115	1839	4	14	1169	1068	1219	230	982	13	180	201	610	597	3767	744	46	40	558	1702	1256	155	203	63	5451	485	49	42	31	22	33	643	702	407	3329	273	853	1717	905	3507	47	61	1039	3748	3	577	4000	743	176	768	2028	2591	207	972	107	85	2686	1472	877	2556	31	1129	2111	1	6623	2266	32	2391	4069	1313	1622	3381	82	58	4	107	92	863	15	1283	619	4728	574	540	3748	1586	486	1	1513	826	2729	215	4150	28	80	856	2133	52	1016	5	156	34	231	1682	2637	2575	1037	6305	75	6380	1117	204	908	2	116	53	18	208	1767	727	144	407	2155	1243	25	10	144	714	3	451	1491	378	7	1517	121	1621	221	6	749	664	2219	857	1167	7766	1926	2730	292	2387	23	1325	36	1371	859	704	841	3244	3297	1283	2165	116	49	3478	455	791	3030	62	1499	3084	27	1448	685	255	1480	2083	43	42	70	104	44	28	434	907	929	2006	994	217	7146	1795	1069	1	1358	587	1306	2098	266	20	220	48	980	1608	597	693	0	918	5481	201	5039	848	4848	57	4371	161	60	646	819	1456	2348	91	1852	115	104	3777	1217	750	46	159	5352	62	191	192	437	83	5643	554	1875	2546	16	1432	388	15	2477	2154	3192	2541	64	1813	552	6623	3947	1669	270	148	132	875	27	1006	22	57	75	1702	1002	2376	175	883	37	1766	105	135	781	20	1066	0	140	1472	142	4503	9	81	700	375	28	1271	300	12	516	43	238	0	1256	5573	734	54	349	41	3377	451	163	57	772	10	2254	9545	2	80	853	497	1199	235	4753	908	679	2132	713	14	119	20064	307	1122	1015	0	1210	131	32	135	62	44	746	5516	102	4227	6621	105	5832	756	247	239	3113	87	131	1651	33	138	20	63	3382	7939	145	707	11	78	486	0	2325	1079	3295	1368	41	322	4	814	648	89	1212	2339	1658	102	157	13	1	926	2079	1032	273	289	499	3755	2	8	525	2093	27	122	26	226	28	192	799	402	850	350	166	319	65	2449	39	33	1108	180	32	1597	267	155	17	1170	57	4526	661	91	259	8	1053	260	2436	1219	14	648	33	537
