FCM.E3R3.ITS_Stalk	FCM.E4R2.ITS_Stalk	FCS.E3R2.ITS_Stalk	RZO.E2R1.ITS_Root	ECI.E2R2.ITS_Stalk	EPE.E3R3.ITS_Root	EFO.E3R1.ITS_Leaf	FCM.E2R2.ITS_Stalk	RZO.E4R3.ITS_Root	FCI.E2R2.ITS_Stalk	ERA.E4R1.ITS_Root	FFO.E3R1.ITS_Leaf	EPE.E2R3.ITS_Root	ECI.E3R3.ITS_Stalk	ECM.E2R1.ITS_Stalk	EFO.E3R3.ITS_Leaf	ERA.E4R3.ITS_Root	FCI.E4R2.ITS_Stalk	FCS.E4R1.ITS_Stalk	FFO.E4R3.ITS_Leaf	FCM.E2R1.ITS_Stalk	ERA.E2R1.ITS_Root	RZO.E3R3.ITS_Root	EPE.E3R1.ITS_Root	FCM.E4R3.ITS_Stalk	ECI.E3R1.ITS_Stalk	ECI.E1R3.ITS_Stalk	FCS.E2R2.ITS_Stalk	FCI.E1R2.ITS_Stalk	ERA.E1R1.ITS_Root	EFO.E2R2.ITS_Leaf	FCS.E2R1.ITS_Stalk	FCM.E1R1.ITS_Stalk	EPE.E4R3.ITS_Root	ECM.E4R1.ITS_Stalk	ECI.E4R3.ITS_Stalk	ERA.E1R2.ITS_Root	FCI.E2R3.ITS_Stalk	EPE.E3R2.ITS_Root	FFO.E1R2.ITS_Leaf	FCS.E1R2.ITS_Stalk	ECI.E2R1.ITS_Stalk	ECM.E2R2.ITS_Stalk	FCM.E2R3.ITS_Stalk	FCM.E4R1.ITS_Stalk	EPE.E2R2.ITS_Root	FCI.E3R2.ITS_Stalk	FCS.E3R1.ITS_Stalk	EFO.E1R1.ITS_Leaf	ECM.E3R2.ITS_Stalk	ECM.E4R2.ITS_Stalk	ECI.E1R1.ITS_Stalk	ECS.E3R3.ITS_Stalk	FFO.E2R3.ITS_Leaf	ECI.E4R2.ITS_Stalk	ECM.E3R3.ITS_Stalk	EPE.E1R3.ITS_Root	RZO.E1R3.ITS_Root	ECS.E2R1.ITS_Stalk	ERA.E3R3.ITS_Root	FCM.E3R2.ITS_Stalk	EFO.E1R2.ITS_Leaf	EFO.E4R2.ITS_Leaf	ECM.E1R2.ITS_Stalk	FFO.E1R1.ITS_Leaf	ERA.E3R2.ITS_Root	FCS.E4R2.ITS_Stalk	RZO.E4R2.ITS_Root	FFO.E3R2.ITS_Leaf	ECM.E1R1.ITS_Stalk	EPE.E2R1.ITS_Root	RZO.E2R2.ITS_Root	FFO.E4R1.ITS_Leaf	ECS.E1R3.ITS_Stalk	RZO.E4R1.ITS_Root	RZO.E3R2.ITS_Root	FCI.E3R1.ITS_Stalk	RZO.E2R3.ITS_Root	FCM.E1R3.ITS_Stalk	ECS.E1R1.ITS_Stalk	ECS.E2R3.ITS_Stalk	ECS.E1R2.ITS_Stalk	ECS.E3R1.ITS_Stalk	FCS.E3R3.ITS_Stalk	EFO.E1R3.ITS_Leaf	FCI.E3R3.ITS_Stalk	FCI.E2R1.ITS_Stalk	FCI.E1R1.ITS_Stalk	EPE.E4R2.ITS_Root	FCI.E4R3.ITS_Stalk	ECM.E3R1.ITS_Stalk	FCS.E1R3.ITS_Stalk	FCS.E1R1.ITS_Stalk	FFO.E4R2.ITS_Leaf	FFO.E2R2.ITS_Leaf	ECM.E1R3.ITS_Stalk	EFO.E4R3.ITS_Leaf	EFO.E3R2.ITS_Leaf	ECI.E2R3.ITS_Stalk	ECS.E2R2.ITS_Stalk	ERA.E1R3.ITS_Root	ERA.E2R2.ITS_Root	ECI.E3R2.ITS_Stalk	ERA.E4R2.ITS_Root	FCS.E2R3.ITS_Stalk	ECM.E2R3.ITS_Stalk	FCS.E4R3.ITS_Stalk	FCI.E4R1.ITS_Stalk	ECS.E4R3.ITS_Stalk	EPE.E1R2.ITS_Root	FFO.E1R3.ITS_Leaf	EFO.E4R1.ITS_Leaf	FCM.E1R2.ITS_Stalk	ECI.E1R2.ITS_Stalk	ERA.E2R3.ITS_Root	FFO.E2R1.ITS_Leaf	EFO.E2R1.ITS_Leaf	ECS.E4R2.ITS_Stalk	EFO.E2R3.ITS_Leaf	ECS.E3R2.ITS_Stalk	RZO.E3R1.ITS_Root	ECM.E4R3.ITS_Stalk	FCM.E3R1.ITS_Stalk	FCI.E1R3.ITS_Stalk	ECI.E4R1.ITS_Stalk	RZO.E1R2.ITS_Root	FFO.E3R3.ITS_Leaf	RZO.E1R1.ITS_Root	EPE.E4R1.ITS_Root	ECS.E4R1.ITS_Stalk	ERA.E3R1.ITS_Root
OTU_2597	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2654	43	0	835	0	0	0	0	0	0	65	0	0	0	371	0	0	0	415	0	0	0	0	0	0	0	103	0	0	0	0	2	0	55	0	0	0	0	54	0	0	0	494	1669	0	1	0	0	0	0	0	7	4	0	0	0	209	0	0	229	0	29	0	0	0	0	0	249	0	0	2	0	1	0	0	0	0	5	1	0	0	0	0	0	318	0	473	613	87	0	74	0	0	24	0	0	0	0	0	0	0	0	0	0	0	851	1	0	0	2	0	0	0	87	46	0	4	0	59	0	11	0	49	126	0	0	0	0	0	0	577	0
OTU_793	2	457	0	0	9	0	0	40	0	0	0	0	39	0	0	0	0	1	2	461	6	0	1	1	1760	1	0	11	98	0	0	3	0	13	33	360	0	0	0	1	1	0	0	125	0	0	0	320	0	10	0	0	0	91	38	0	0	3	0	0	0	3	0	64	18	0	1	0	0	0	0	0	41	0	0	1	0	0	39	0	0	0	0	1	0	0	0	0	1	0	42	21	0	64	28	0	31	0	16	0	0	0	14	0	0	10	1230	683	0	0	13	0	0	0	0	0	0	0	3	0	2	0	0	154	75	0	614	4	1	0	0
OTU_1857	14	0	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	1	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	1	6	0	0	0	8	0	0	0	0	1	0	0	0	3	0	0	0	0	11	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	13	0	105	9	0	0	4	0	0	70	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	1	28	0	0	0	0	0	0	0	0
OTU_1271	9	0	2472	0	0	0	0	0	0	27	0	3	0	2	0	0	0	270	0	0	0	0	0	0	0	1	0	0	0	0	0	0	411	0	0	0	0	32	0	0	0	8	7	1	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	27	0	0	0	0	0	367	0	3	0	0	0	0	0	0	0	4	0	1	0	0	0	0	244	0	411	240	223	0	54	0	0	30	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	3	551	38	0	2	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0
OTU_751	11	733	2	0	202	0	0	150	0	4	0	0	38	0	0	0	0	6	2	19	57	0	0	2	2077	0	1	356	717	0	0	29	2	11	981	1023	0	1	1	2	101	0	0	493	0	0	1	1991	0	214	0	0	0	20	241	0	0	10	0	0	1	8	0	36	31	0	1	0	0	0	5	0	46	0	0	0	0	0	2168	0	15	0	74	1	0	1	1	1	2	1	149	233	0	1	7	89	9	0	493	1	1	0	27	0	0	81	1358	412	0	0	35	0	0	0	0	0	0	0	4	0	0	0	0	544	485	0	4	6	2	0	0
OTU_869	19	0	10	0	0	0	0	0	0	3	0	88	0	0	0	2	0	78	0	0	0	0	0	0	0	0	0	2	8	0	21	0	42	0	0	0	0	13	0	0	0	0	127	1	0	1	0	1	0	0	0	420	0	0	0	0	4	0	0	0	8	0	7	0	0	0	22	0	546	4	0	0	0	0	0	0	0	9	0	0	0	0	0	5	0	77	2	15	0	16	0	1	34	0	0	0	0	0	0	0	0	0	0	0	25	0	1	0	0	2	0	132	2	1	0	181	3	46	0	1	0	0	23	0	0	2	0	0	0	0	0
OTU_293	19	2545	0	0	54	0	0	109	0	0	0	0	2	0	0	0	0	0	2	910	32	0	3	1	416	0	2	15	1657	0	0	4	0	4	145	1689	0	5	0	2007	106	0	0	59	0	0	0	154	18	0	0	0	0	86	1418	0	0	17	0	0	0	743	0	147	835	0	0	0	1	0	0	0	546	1	0	1	0	0	1650	0	75	4	0	0	73	0	0	0	2	0	99	144	0	459	92	0	0	0	959	0	0	0	67	0	0	2	91	72	0	0	972	0	0	0	0	0	0	0	1	0	0	0	1	623	1582	0	194	14	1	0	0
OTU_1180	5	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	834	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	4	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0
OTU_35	9	0	0	2972	0	0	0	0	0	2	64	1	0	0	0	0	0	0	0	0	0	2648	0	0	0	0	0	0	0	341	0	0	1	0	0	0	703	13	0	0	0	0	0	0	2	32	0	0	0	0	0	0	0	0	0	0	154265	0	0	0	0	0	0	0	0	0	0	0	0	1	0	25	0	0	44	0	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	2	0	0	0	0	0	0	0	0	12	0	0	0	386	0	0	0	0	0
OTU_328	2	120	0	0	0	0	0	16	0	0	0	0	3	0	0	0	0	0	0	17	6	0	0	0	4	0	0	39	0	0	0	7	0	3	0	0	0	0	0	34	0	0	0	18	0	0	0	73	21	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	1729	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	260	0	1	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4727	0	0	0	0	0	0	0	0	0	0	0	0	48	78	0	0	0	0	0	0
OTU_1777	7	0	1	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1675	20	0	3	0	0	0	0	0	0	4	1	1	0	30	0	0	0	10	0	0	0	0	0	0	0	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	82	0	1	0	0	1	0	0	105	11	2	0	0	16	0	0	0	0	1	0	0	0	0	0	1	0	1	5	0	4	0	0	0	0	2	0	0	0	0	0	0	1	0	4	0	0	0	5	0	0	6	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	8	0	0	0	0	228	0	0	1	52	0	0	0	134	2	0	0	0	0	0	0	29	0
OTU_1292	3	0	2	0	0	0	0	0	0	0	58	6	0	175	0	0	0	0	0	0	0	0	0	0	3	236	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	30	8	8	0	2	12	0	0	0	0	0	0	0	0	0	0	2	0	11	0	0	2	0	0	10	0	0	1	0	0	0	0	0	5	0	12	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	2	0	0	0	27	8	0	3	1	51	0	120	0	380	1	0	1	1	0	0	0	37	0
OTU_728	4	433	1	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	288	3	0	0	0	104	0	0	0	378	0	0	1	0	1	5	1147	0	0	0	871	90	0	0	15	0	0	0	48	46	1	0	0	0	43	29	0	0	13	0	0	0	113	0	2	706	0	0	0	0	0	0	0	158	0	0	0	0	0	612	0	1	0	0	0	38	0	0	0	0	0	10	2	0	337	12	0	0	0	55	0	0	0	457	0	0	0	27	18	0	0	533	0	0	0	0	0	0	0	0	0	0	0	1	233	217	0	53	2	0	0	0
OTU_1270	15	2368	0	0	0	0	0	29	0	0	0	0	4	0	0	0	0	0	1	0	41	0	0	21	250	0	0	2	4	0	0	0	0	6	4	18	0	0	0	0	0	0	0	11	1	0	0	2	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0	7	2	0	2	0	0	0	0	0	8	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	9	0	0	3	2	0	0	0	0	0	23	70	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	195	0	0
OTU_2929	1	0	171	0	0	0	0	0	0	1	0	0	0	5	0	0	0	32	0	0	0	0	0	0	0	2	0	0	0	0	0	0	13	0	0	0	0	1	0	0	0	23	30	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	49	132	53	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	59	10	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	6	0
OTU_2434	11	0	131	0	0	0	0	0	0	18	0	0	0	56	0	0	0	71	0	0	0	0	0	0	0	16	0	0	0	0	0	0	7	0	0	0	0	6	0	0	0	91	279	0	0	0	1	0	0	0	0	0	0	0	0	38	0	0	39	0	2	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	46	0	97	103	12	0	8	0	0	5	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	24	12	0	0	0	11	0	3	0	10	26	0	0	0	0	0	0	93	0
OTU_1941	10	0	536	0	0	0	0	0	0	3	0	1	0	0	0	0	0	108	0	0	0	0	0	0	0	2	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	24	0	1	0	22	0	0	0	3	3	3	0	0	9	0	0	1	0	23	0	0	0	0	0	144	0	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	20	0	160	6	1	0	12	0	0	76	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	47	0	0	2	0	0	0	0	0	3	38	0	0	0	0	0	0	1	0
OTU_1357	1	33	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	586	2	0	0	0	12	0	0	1	71	0	0	0	0	0	9	1	0	0	0	36	1	0	0	0	0	0	0	9	0	0	0	0	0	140	2	0	0	0	0	0	0	1	0	17	81	0	0	0	0	0	1	0	356	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	4	0	0	569	106	0	0	0	0	0	0	0	0	0	0	0	20	2	0	0	102	0	0	0	0	0	0	0	6	0	0	0	0	0	16	0	108	1	1	0	0
OTU_2048	4	130	1	0	19	0	0	16	0	2	0	0	16	0	0	0	0	0	0	802	5	0	0	4	98	0	0	2	119	0	0	2	0	3	47	110	0	0	1	222	25	0	0	21	0	0	0	82	8	25	0	0	0	228	39	0	0	7	0	0	0	104	0	45	217	0	0	0	0	0	2	0	132	0	0	1	0	0	26	0	1	0	0	0	35	0	0	0	1	0	10	32	0	313	137	3	31	9	93	0	0	2	31	0	0	37	81	77	0	0	193	0	0	0	0	0	0	0	65	0	0	0	0	42	77	0	570	0	1	0	0
OTU_3309	4	0	488	0	0	0	0	0	0	10	0	2	0	4	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	16	0	0	0	40	24	0	0	0	1	0	0	0	0	1	2	0	0	1	2	0	0	0	11	0	1	0	0	0	130	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	141	0	126	170	600	0	26	0	0	46	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	507	153	0	2	0	2	0	0	0	0	56	0	0	0	0	0	0	3	0
OTU_3265	39	0	5	0	0	0	0	0	0	17	19	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2858	5	0	0	1	0	0	0	0	0	0	26	0	0	0	0	0	0	1	0	0	0	6	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3121	34	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3147	30	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2731	5	0	148	0	0	0	0	0	0	1	0	4	0	0	0	0	0	39	0	0	0	0	0	0	0	2	0	0	0	0	1	0	28	0	0	0	0	0	0	0	0	1	23	0	1	0	4	0	0	0	2	4	1	0	0	14	0	0	1	0	5	0	0	0	0	0	30	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	0	33	1	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	29	0	0	1	0	0	0	0	8	0	0	8	0	0	0	0	0	8	13	0	0	0	0	0	0	1	0
OTU_2120	11	0	52	0	0	0	0	0	0	15	0	0	0	2	0	0	0	74	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	10	3	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	79	77	7	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	12	9	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
OTU_967	56	0	1	0	0	0	0	0	0	1	0	209	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
OTU_836	23	0	610	1	0	0	0	0	0	5	0	1	0	3	0	0	0	95	0	0	0	0	0	0	0	121	0	1	0	0	0	0	111	0	0	0	0	0	0	0	0	20	817	1	0	0	13	0	0	0	53	117	39	0	0	398	0	0	33	0	12	0	0	0	0	0	139	0	4	37	0	0	0	0	0	0	11	0	0	0	0	0	0	13	0	160	10	0	0	7	0	0	79	0	0	0	0	0	0	0	0	0	0	0	73	0	1	0	8	0	0	0	55	9	0	4	0	10	0	7	0	119	61	0	0	0	0	0	0	46	0
OTU_1643	3	0	18	0	0	0	0	0	0	15	0	0	0	1	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	104	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3055	46	0	3	0	0	0	0	0	0	2	0	1	0	7	0	0	0	8	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	26	13	0	2	0	1	0	0	0	14	1	8	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	25	0	0	0	9	0	5	0	16	1	0	0	0	0	0	0	1	0
OTU_2743	1	21	0	0	6	4	0	1	1	0	0	0	45	0	0	0	0	0	0	0	0	0	0	606	11	0	0	4	34	0	0	0	0	6	14	26	0	0	9	0	0	0	0	26	0	0	0	0	0	6	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	642	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	49	0	5	40	9	0	0	4	1	9	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	13	0	0	0	0	38	0	14
OTU_1339	5	792	0	0	128	0	0	124	0	0	0	0	6	0	1	0	0	0	1	306	19	0	2	0	752	1	2	10	650	0	0	7	0	0	280	511	0	1	0	127	151	0	1	72	0	0	1	566	8	161	0	0	0	123	192	0	0	7	0	0	0	57	0	265	131	0	2	1	0	0	3	0	68	0	0	0	0	0	111	14	7	3	0	0	19	1	0	0	0	0	64	233	0	127	61	15	4	1	460	1	0	0	128	0	0	104	528	376	0	0	95	0	0	0	0	0	0	0	31	0	0	0	0	181	326	0	220	1	1	0	0
OTU_2943	9	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	16	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1948	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3312	21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_3136	5	94	0	0	37	1	1	13	0	1	0	0	15	0	0	0	0	0	0	1093	5	0	0	0	77	1	1	0	61	0	0	1	0	4	87	163	0	0	0	313	27	0	0	10	0	0	0	61	9	50	0	0	0	324	62	0	0	6	0	0	1	131	0	87	297	0	0	0	0	0	0	0	198	0	0	1	1	0	12	0	0	1	0	0	37	0	0	0	1	0	16	30	1	448	219	4	45	8	162	0	0	1	62	0	0	51	75	48	0	0	256	0	0	0	0	0	0	0	74	0	1	0	0	29	119	0	705	1	0	0	0
OTU_3194	19	0	760	0	0	0	0	0	0	1	0	1	0	1	0	0	0	149	0	0	0	0	0	0	0	21	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	1	123	0	2	0	20	0	0	0	8	19	4	0	0	57	1	0	3	0	26	0	0	0	0	0	178	0	2	10	0	0	0	0	0	0	19	0	0	0	0	0	0	18	0	197	22	2	0	6	0	0	96	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	1	0	0	0	58	0	0	2	0	4	0	1	0	23	95	0	0	0	0	0	0	9	0
OTU_3176	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_345	2	293	0	0	280	24	0	141	21	1	0	0	408	0	0	0	0	1	0	17	4	0	26	9	1805	0	0	74	733	0	0	0	0	275	0	342	0	1	1	10	167	0	0	118	0	0	0	213	0	0	0	0	0	0	154	0	0	183	0	41	0	5	0	757	3	9	0	0	0	0	1	0	0	0	0	30	0	0	233	0	0	0	1	0	0	0	0	0	33	0	1324	580	0	0	11	158	0	0	0	0	24	671	0	3	0	0	392	398	0	0	6	0	0	0	26	0	0	0	0	0	28	0	0	314	34	0	0	2	13	0	72
OTU_70	13	0	0	26	0	0	0	0	0	0	58098	0	0	7	0	0	2	0	0	0	0	81	0	0	0	17	0	0	0	26	0	0	0	0	0	0	84	0	1	0	0	12	29	0	1	3	0	0	0	0	0	0	3	0	0	128	2	0	0	0	0	0	0	0	0	0	0	0	7	1	0	633	0	0	10839	1	0	307	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	2	0	33	4	0	0	0	0	0	0	0	0	126	0	0	0	17	0	0	3	74	0
OTU_290	1	781	0	0	805	3	0	114	0	0	0	0	17	0	0	0	0	0	0	104	10	0	9	12	406	0	1	26	1945	0	0	3	1	14	127	364	0	1	1	137	256	0	0	88	0	0	0	312	3	75	0	0	0	46	272	0	0	175	0	8	0	16	0	1448	122	0	0	13	0	0	4	0	23	0	0	17	0	0	300	0	0	0	0	0	16	0	0	0	13	0	106	890	0	51	58	0	1	0	0	0	2	5	406	0	0	1	219	372	0	0	160	0	0	0	0	0	0	0	30	0	21	0	0	151	86	0	14	7	45	0	4
