C.FITS2.7_Y_L_NA_C_L_Y	E.FITS2.13_N_T_EY_U_U_FY	C.FITS2.19_N_T_WH_U_U_FY	A.FITS2.5_Y_L_NA_C_L_Y	C.FITS2.11_N_L_NA_C_C_N	B.FITS2.17_N_L_NA_C_LB_N	C.FITS2.15_N_L_NA_K_LB_N	G.FITS2.3_Y_T_ERG_U_U_FY	D.FITS2.14_N_L_NA_K_L_N	B.FITS2.8_N_C_NA_W_U_FY		E.FITS2.17_N_L_NA_C_CB_N	B.FITS2.11_N_L_NA_K_L_N	F.FITS2.5_Y_L_NA_K_C_N	A.FITS2.9_Y_C_NA_C_U_FY	E.FITS2.5_Y_T_PFN_U_U_FN	C.FITS2.8_Y_L_NA_K_L_N	C.FITS2.10_Y_T_WH_U_U_FY	A.FITS2.18_Y_C_NA_C_U_FY	F.FITS2.12_N_L_NA_K_CB_N	E.FITS2.6_Y_L_NA_W_CB_N	A.FITS2.10_Y_C_NA_C_U_FY	F.FITS2.3_Y_L_NA_W_C_Y	B.FITS2.5_N_L_NA_C_L_Y	E.FITS2.4_Y_T_EY_U_U_FY	B.FITS2.10_N_C_NA_C_U_FY	D.FITS2.10_Y_T_JUG_U_U_FY	A.FITS2.17_Y_L_NA_C_LB_N	G.FITS2.6_Y_T_JUG_U_U_FY	E.FITS2.14_N_T_EY_U_U_FY	G.FITS2.20_N_T_PFN_U_U_FN	G.FITS2.14_N_T_ERG_U_U_FN	G.FITS2.19_N_T_EY_U_U_FN	F.FITS2.4_Y_L_NA_C_C_N	C.FITS2.1_Y_L_NA_C_C_N	D.FITS2.5_Y_L_NA_W_CB_N	A.FITS2.1_Y_L_NA_W_LB_N	A.FITS2.4_Y_L_NA_W_L_Y	F.FITS2.11_N_L_NA_K_C_N	D.FITS2.16_N_L_NA_C_CB_N	C.FITS2.6_Y_L_NA_W_L_Y	B.FITS2.18_N_C_NA_C_U_FY	E.FITS2.7_Y_L_NA_C_CB_N	D.FITS2.20_N_T_JUG_U_U_FY	D.FITS2.12_N_L_NA_W_L_Y	G.FITS2.10_Y_T_PFN_U_U_FN	H.FITS2.1_Y_L_NA_K_L_N	A.FITS2.13_Y_L_NA_C_CB_N	B.FITS2.9_N_C_NA_C_U_FY	C.FITS2.20_N_T_WH_U_U_FY	F.FITS2.13_N_L_NA_W_C_Y	E.FITS2.9_Y_L_NA_W_C_Y	C.FITS2.4_Y_L_NA_C_LB_N	D.FITS2.4_Y_L_NA_K_L_N	H.FITS2.6_Y_T_ERG_U_U_FY	D.FITS2.18_N_T_ERG_U_U_FY	G.FITS2.15_N_T_JUG_U_U_FN	F.FITS2.6_Y_C_NA_W_U_FY	B.FITS2.19_N_C_NA_K_U_FY	C.FITS2.3_Y_L_NA_W_LB_N	E.FITS2.20_N_L_NA_C_C_N	B.FITS2.3_N_L_NA_K_LB_N	G.FITS2.12_N_T_WH_U_U_FN	F.FITS2.15_N_L_NA_K_C_N	F.FITS2.2_Y_L_NA_K_CB_N	D.FITS2.15_N_L_NA_W_CB_N	A.FITS2.2_Y_L_NA_C_LB_N	G.FITS2.16_N_T_JUG_U_U_FY	D.FITS2.1_Y_L_NA_K_LB_N	B.FITS2.15_N_L_NA_W_C_Y	E.FITS2.2_Y_T_EY_U_U_FN	D.FITS2.9_Y_T_JUG_U_U_FY	C.FITS2.9_Y_T_WH_U_U_FY	E.FITS2.3_Y_T_EY_U_U_FY	G.FITS2.1_Y_T_WH_U_U_FY	E.FITS2.18_N_L_NA_K_CB_N	D.FITS2.13_N_L_NA_C_L_Y	E.FITS2.19_N_L_NA_W_C_Y	A.FITS2.19_Y_C_NA_K_U_FY	D.FITS2.17_N_T_ERG_U_U_FY	D.FITS2.19_N_T_JUG_U_U_FY	A.FITS2.14_Y_L_NA_K_CB_N	D.FITS2.11_N_L_NA_K_LB_N	G.FITS2.2_Y_T_WH_U_U_FN	D.FITS2.2_Y_L_NA_W_L_Y	G.FITS2.5_Y_T_JUG_U_U_FN	B.FITS2.14_N_L_NA_K_CB_N	A.FITS2.6_Y_C_NA_W_U_FY	B.FITS2.7_N_C_NA_W_U_FY	B.FITS2.20_N_C_NA_K_U_FY	C.FITS2.5_Y_L_NA_K_LB_N	E.FITS2.1_Y_C_NA_K_U_FN	A.FITS2.12_Y_L_NA_W_CB_N	D.FITS2.3_Y_L_NA_C_L_Y	C.FITS2.18_N_L_NA_K_L_N	C.FITS2.14_N_L_NA_C_LB_N	D.FITS2.7_Y_T_ERG_U_U_FY	G.FITS2.17_N_T_EY_U_U_FY	E.FITS2.11_N_C_NA_K_U_FN	C.FITS2.16_N_L_NA_W_L_Y	E.FITS2.12_N_T_EY_U_U_FN	F.FITS2.7_Y_C_NA_W_U_FY	A.FITS2.15_Y_L_NA_W_C_Y	F.FITS2.14_N_L_NA_C_C_N	A.FITS2.3_Y_L_NA_K_LB_N	G.FITS2.7_Y_T_EY_U_U_FY	F.FITS2.8_Y_C_NA_K_U_FY	D.FITS2.6_Y_L_NA_C_CB_N	G.FITS2.13_N_T_ERG_U_U_FY	E.FITS2.16_N_L_NA_W_CB_N	G.FITS2.9_Y_T_EY_U_U_FN	A.FITS2.16_Y_L_NA_W_LB_N	C.FITS2.17_N_L_NA_C_L_Y	C.FITS2.2_Y_L_NA_K_C_N
OTU_1111	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_771	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	15	0	0	0
OTU_658	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	41	0	1	0	8	0	0	3	20	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	18	0	0	6	0	2	0	0	0
OTU_1731	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
OTU_1077	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_1939	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_986	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_187	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	27	0	0	3	0	0	122	10	206	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	4	0	0	0	48	0	0	1	0	0	0	26	0	0	0	0	22	0	13	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	5	0	0	0
OTU_463	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1286	0	0	0	0	0	0	0	1	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	10	27	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	2	7	0	3	0	0	0	0	0
OTU_1937	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
OTU_1926	0	0	0	0	0	0	0	2	0	0	1	0	0	4	4	0	0	0	3	0	0	5	2	0	1	0	50	0	1	0	0	0	0	3	23	13	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	18	0	0	0	3	0	0	0	0	0	19	17	0	7	0	0	2	0	0	0	0	0	1	1	0	3	1	3	0	1	1	0	0	0	0	0	0	0	24	0	0	0	0	0	17	0	0	2	1	105	0	0	6	5	0	17
OTU_1946	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1767	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_272	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16	46	0	0	13	0	40	20	0	0	220	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	9	0	0	0	15	18	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	6	0	0	0	22	0	0	0	0	19	0	0	0	0	51	0	0	0	0	11	0	0	0	15	0	0	0
OTU_964	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
OTU_116	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1341	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_287	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_73	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	2938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	111	0	0	0	0	0	0	0
OTU_1497	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_69	0	0	0	0	0	0	0	0	0	6	33	0	0	0	6	252	0	0	3	0	1	212	0	0	309	13	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	7	0	0	310	14	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2018	0	1	0	0	49	0	20	0	0	0	0	0	0	59	14	4	0	101	0	0	0	0	8	0	260	0	0	27	0	0	1	0	48	0	0	0	0	0	0	0
OTU_1356	0	0	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1060	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	8	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	1	0	0	1	309	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_728	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1522	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1849	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_78	0	0	0	0	0	0	0	0	0	8	403	0	0	0	1407	559	0	0	121	0	0	48	0	0	0	0	193	0	0	0	0	0	1	0	0	2	0	10	0	0	0	0	0	0	0	31	0	1	17	0	0	1	0	0	168	0	0	223	0	0	0	0	0	7	0	0	4	0	12	0	26	202	44	623	5	0	0	0	126	0	18	0	1	5	0	42	0	552	0	1	0	326	0	0	0	0	190	0	125	0	0	218	0	0	0	0	439	0	6	0	10	0	0	0
OTU_1115	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1584	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1976	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_989	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	16	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1365	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_127	0	0	0	0	0	0	0	0	0	9	499	0	0	0	0	2	0	0	2	0	0	40	0	0	0	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	138	0	0	14	0	0	0	0	0	0	275	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_1813	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	92	0	0	0	0	0	0	0	1	29	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	2	0	1	54	0	0	0	0	0	0	0	0	0	5	13	0	35	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	1	89	0	0	0	0	0	4
OTU_1456	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3002	0	0	15	0	1	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	82	0	7	0	0	0	0	0	0	0	0	0	41	0	0	0	0	65	0	0	0	0	0	0	0
OTU_49	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1547	272	0	1146	10	0	26	8	0	0	26	0	133	0	54	0	0	0	0	0	0	0	5	13	0	0	0	0	0	5	0	17	0	0	3	42	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	1	23	0	0	0	2	194	376	242	2	0	0	0	37	0	40	0	0	3	0	31	0	3159	0	0	0	63	0	0	0	0	64	0	0	0	0	428	1	0	0	0	3	0	0	0	7	0	0	0
OTU_1833	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1741	0	0	0	0	0	0	0	0	0	0	100	0	0	256	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	186	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	126	0	0	0	0	0	0	0
OTU_1574	0	0	0	0	0	0	0	0	0	0	114	0	0	279	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	195	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	1	0	0	0	145	0	0	0	0	1	0	0
OTU_1932	0	0	0	0	0	0	0	0	0	0	47	0	0	67	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	158	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	113	0	0	0	0	0	0	0
OTU_1238	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1703	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	5	0	0	36	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	8	0	528	0	0	0	0	1	0	0	0	0	0	0	18	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_358	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1287	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_81	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	2533	0	0	0	0	0	0	0	0	0	0	4	0	19	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	15	0	0	0	0	10	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_514	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	3	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0
OTU_1819	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_111	0	0	0	0	0	0	0	0	0	0	1	0	0	2384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
