B.BacV5.1_N_C_NA_W_U_FY	C.BacV5.12_N_L_NA_K_C_N	A.BacV5.9_Y_C_NA_C_U_FY	E.BacV5.7_Y_L_NA_C_CB_N	C.BacV5.13_N_L_NA_W_LB_N	E.BacV5.3_Y_T_EY_U_U_FY	D.BacV5.17_N_T_ERG_U_U_FY	E.BacV5.4_Y_T_EY_U_U_FY	E.BacV5.18_N_L_NA_K_CB_N	G.BacV5.13_N_T_ERG_U_U_FY	B.BacV5.18_N_C_NA_C_U_FY	D.BacV5.3_Y_L_NA_C_L_Y	E.BacV5.8_Y_L_NA_K_CB_N	D.BacV5.12_N_L_NA_W_L_Y	E.BacV5.9_Y_L_NA_W_C_Y	A.BacV5.4_Y_L_NA_W_L_Y	C.BacV5.10_Y_T_WH_U_U_FY	D.BacV5.2_Y_L_NA_W_L_Y	C.BacV5.6_Y_L_NA_W_L_Y	C.BacV5.20_N_T_WH_U_U_FY	B.BacV5.8_N_L_NA_W_LB_N	C.BacV5.1_Y_L_NA_C_C_N	A.BacV5.10_Y_C_NA_C_U_FY	C.BacV5.19_N_T_WH_U_U_FY	A.BacV5.15_Y_L_NA_W_C_Y	C.BacV5.16_N_L_NA_W_L_Y	B.BacV5.6_N_L_NA_K_LB_N	A.BacV5.12_Y_L_NA_W_CB_N	B.BacV5.16_N_L_NA_W_LB_N	A.BacV5.3_Y_L_NA_K_LB_N	C.BacV5.5_Y_L_NA_K_LB_N	E.BacV5.10_Y_L_NA_C_C_N	F.BacV5.11_N_L_NA_K_C_N	F.BacV5.12_N_L_NA_K_CB_N	C.BacV5.4_Y_L_NA_C_LB_N	G.BacV5.1_Y_T_WH_U_U_FY	F.BacV5.2_Y_L_NA_K_CB_N	D.BacV5.7_Y_T_ERG_U_U_FY	F.BacV5.14_N_L_NA_C_C_N	H.BacV5.7_Y_T_WH_U_U_FY	G.BacV5.12_N_T_WH_U_U_FN	G.BacV5.18_N_T_EY_U_U_FN	A.BacV5.14_Y_L_NA_K_CB_N	A.BacV5.17_Y_L_NA_C_LB_N		H.BacV5.8_Y_T_JUG_U_U_FY	A.BacV5.13_Y_L_NA_C_CB_N	F.BacV5.8_Y_C_NA_K_U_FY	E.BacV5.15_N_T_PFN_U_U_FN	F.BacV5.4_Y_L_NA_C_C_N	D.BacV5.13_N_L_NA_C_L_Y	C.BacV5.18_N_L_NA_K_L_N	C.BacV5.7_Y_L_NA_C_L_Y	H.BacV5.3_Y_L_NA_K_L_N	F.BacV5.5_Y_L_NA_K_C_N	F.BacV5.3_Y_L_NA_W_C_Y	G.BacV5.20_N_T_PFN_U_U_FN	D.BacV5.20_N_T_JUG_U_U_FY	D.BacV5.14_N_L_NA_K_L_N	E.BacV5.20_N_L_NA_C_C_N	B.BacV5.17_N_L_NA_C_LB_N	E.BacV5.11_N_C_NA_K_U_FN	C.BacV5.3_Y_L_NA_W_LB_N	B.BacV5.19_N_C_NA_K_U_FY	E.BacV5.13_N_T_EY_U_U_FY	E.BacV5.14_N_T_EY_U_U_FY	H.BacV5.2_Y_L_NA_K_LB_N	D.BacV5.16_N_L_NA_C_CB_N	C.BacV5.14_N_L_NA_C_LB_N	B.BacV5.12_N_L_NA_W_CB_N	G.BacV5.14_N_T_ERG_U_U_FN	E.BacV5.5_Y_T_PFN_U_U_FN	D.BacV5.4_Y_L_NA_K_L_N	E.BacV5.1_Y_C_NA_K_U_FN	B.BacV5.10_N_C_NA_C_U_FY	G.BacV5.6_Y_T_JUG_U_U_FY	C.BacV5.15_N_L_NA_K_LB_N	B.BacV5.5_N_L_NA_W_L_Y	B.BacV5.20_N_C_NA_K_U_FY	E.BacV5.12_N_T_EY_U_U_FN	A.BacV5.1_Y_L_NA_W_LB_N	B.BacV5.9_N_C_NA_C_U_FY	C.BacV5.17_N_L_NA_C_L_Y	G.BacV5.5_Y_T_JUG_U_U_FN	A.BacV5.6_Y_C_NA_W_U_FY	G.BacV5.19_N_T_EY_U_U_FN	B.BacV5.15_N_L_NA_W_C_Y	D.BacV5.19_N_T_JUG_U_U_FY	B.BacV5.4_N_L_NA_C_L_Y	C.BacV5.11_N_L_NA_C_C_N	B.BacV5.11_N_L_NA_K_L_N	C.BacV5.2_Y_L_NA_K_C_N	E.BacV5.16_N_L_NA_W_CB_N	F.BacV5.1_Y_L_NA_K_C_N	E.BacV5.2_Y_T_EY_U_U_FN	F.BacV5.7_Y_C_NA_W_U_FY	D.BacV5.15_N_L_NA_W_CB_N	A.BacV5.2_Y_L_NA_C_LB_N	A.BacV5.19_Y_C_NA_K_U_FY	B.BacV5.7_N_L_NA_C_LB_N	G.BacV5.9_Y_T_EY_U_U_FN	G.BacV5.16_N_T_JUG_U_U_FY	H.BacV5.9_Y_L_NA_C_L_Y	A.BacV5.18_Y_C_NA_C_U_FY	G.BacV5.11_N_T_WH_U_U_FY	D.BacV5.6_Y_L_NA_C_CB_N	G.BacV5.3_Y_T_ERG_U_U_FY	A.BacV5.16_Y_L_NA_W_LB_N	A.BacV5.11_Y_L_NA_K_L_N	D.BacV5.11_N_L_NA_K_LB_N	D.BacV5.9_Y_T_JUG_U_U_FY
OTU_2361	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	14	0	0	0	0
OTU_1428	0	0	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	1	0	0	2	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	20	0	0	0	6	0	7	0	0	0	0
OTU_75	0	0	1	0	0	230	5	1314	0	153	7	0	19	0	68	0	0	1	3	0	0	0	7	5	3	0	0	0	0	0	0	10	0	0	0	20	110	126	1	72	56	363	0	0	135	27	1	104	15	8	0	0	0	56	6	1	5	0	0	1	0	4	0	0	2	75	0	0	0	0	27	63	2	20	138	425	0	0	2	191	0	4	0	453	1	217	66	34	0	0	0	0	0	5	909	90	0	0	9	0	59	542	2	1	212	2	126	0	0	0	234
OTU_1334	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_156	0	0	1	0	0	137	0	312	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	46	0	28	0	23	0	0	11	2	0	61	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	0	104	0	35	0	0	0	0	0	0	0	88	4	2	0	1	0	0	0	0	0	0	106	66	0	0	0	0	5	0	0	0	20	0	3	0	0	0	21
OTU_1101	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_328	0	0	1	0	0	0	2	12	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	135	0	4	0	14	0	0	274	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	31	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	68	11	0	0	0	0	2	0	0	0	13	0	6	0	0	0	1
OTU_289	0	0	1	0	0	0	0	0	0	2	0	0	0	12	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	24	0	3	0	0	14	128	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	16	36	54	0	0	0	0	0	0	0	44	0	1	7	0	0	0	0	0	0	0	45	5	0	0	0	0	91	0	0	0	0	0	21	0	0	0	8
OTU_237	0	0	1	0	0	0	0	14	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	81	0	14	1	44	0	0	0	9	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	4	0	0	0	0	69	0	4	0	1	0	0	0	0	0	0	169	5	0	0	0	0	12	1	0	0	75	0	3	0	0	0	5
OTU_21	0	0	4	0	0	2	0	5	0	24	94	17	1721	798	1191	17	0	416	15	0	22	2	2	0	6	1	17	2	0	63	43	632	100	0	48	30	431	0	668	0	0	68	10	18	164	2	13	161	0	815	0	0	45	139	986	468	0	0	17	105	0	23	8	0	0	0	464	3	1	153	0	10	300	27	0	0	0	165	249	0	28	8	19	29	0	3	78	0	1053	0	8	4	1030	1695	1	14	55	55	0	1	1	0	1474	3	3979	150	3	28	400	11	3
OTU_211	0	0	3	0	0	79	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	17	0	30	0	9	10	16	0	0	9	7	0	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	14	0	76	0	0	1	0	0	0	0	191	0	1	0	5	0	0	0	0	0	0	294	21	0	0	0	0	30	0	0	0	47	0	8	0	0	0	156
OTU_229	0	0	1	0	0	185	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	31	0	55	0	8	0	0	26	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	60	0	89	0	0	0	0	0	0	0	58	2	1	0	0	0	0	0	0	0	0	67	20	0	0	2	0	4	0	0	0	10	0	3	0	0	0	231
OTU_900	0	0	1	0	0	0	0	0	0	0	0	0	0	50	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_2230	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0	7	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	4	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	13	13	0	0	1	0	4	0	0	0	2	0	1	0	0	0	1
OTU_76	0	0	4	0	0	1972	109	372	0	105	1	0	0	15	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	13	0	300	0	0	0	24	0	0	84	264	0	61	170	0	0	0	0	0	0	0	14	0	0	0	0	12	0	0	3	0	0	0	0	0	10	226	0	148	15	120	0	0	0	15	0	0	0	178	4	6	0	1	0	0	5	0	0	11	323	71	0	0	9	0	136	22	0	0	21	0	162	0	0	0	130
OTU_2874	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	12	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	4	20	0	0	6	0	8	0	0	0	8	0	0	0	0	0	0
OTU_484	0	0	1	0	0	0	0	12	0	3	0	2	3	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	6	0	0	0	0	14	24	0	4	16	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	4	5	0	21	0	0	0	0	0	0	0	20	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	41	0	0	1	12	1	1	0	0	0	1
OTU_404	0	0	1	0	0	3	0	1	12	55	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	3	18	0	0	9	50	0	1	27	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	7	0	129	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	14	3	0	0	2	0	48	1	0	0	9	0	160	0	0	0	11
OTU_3260	0	0	1	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	51	0	21	0	0	38	1	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	12	23	66	0	0	0	0	0	0	0	38	0	7	0	2	0	0	0	0	0	0	25	28	0	0	0	0	3	6	0	0	23	0	1	0	0	0	45
OTU_804	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1048	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2369	0	0	1	0	0	0	28	9	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	9	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	12	4	12	0	0	0	0	0	0	0	54	2	1	0	0	0	0	1	0	0	0	45	15	0	0	0	0	8	0	0	0	9	0	16	0	0	0	12
OTU_1336	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1	0	15	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	34	0	49	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	15	70	0	0	20	0	0	0	0	2	1	0	0	0	0	0	1
OTU_113	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	2143	0	0	0
OTU_2576	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_53	0	0	2	0	0	0	0	13	0	0	0	3	0	182	1	65	0	18	0	0	35	0	0	0	23	0	20	63	19	148	0	2	1	33	0	1	967	0	11530	5	0	0	269	8	36	10	158	65	26	5214	0	0	0	0	306	402	0	1	0	6	0	0	0	0	0	0	41	298	0	3141	0	47	155	44	1	0	0	358	0	40	64	122	0	1	8	0	443	0	123	0	1	8	0	1	14	45	22	76	2	8	4	0	804	0	26	1012	3	18	511	0	0
OTU_128	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1004	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9
OTU_105	0	0	2	0	0	418	1	666	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	4	0	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	85	0	0	0	0	0	1	0	1	4	38	0	0	0	0	0	0	0	2	3	13	0	29	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	4	0	0	0	161
OTU_3470	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2226	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0
OTU_107	0	0	1	0	0	7	0	8	7	10	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	18	24	0	22	0	29	0	0	50	65	0	15	18	0	0	0	0	0	0	0	2	1	0	0	0	3	0	0	0	0	6	0	0	0	0	28	1	20	31	6	0	0	267	0	0	0	0	73	0	12	0	0	0	0	2	0	0	0	36	13	0	0	0	0	51	4	1	0	2518	0	7	0	0	0	1
OTU_3023	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2428	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0
OTU_622	0	0	1	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	24	0	6	44	0	0	0	0	0	0	0	16	0	0	0	0	7	0	0	0	16	0	8	0	0	0	19	0	3	0	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	14	5	16	0	0	0	12	0	0	0	0	0	0	0	0	0	1
OTU_201	0	0	1	0	0	148	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	5	0	0	10	0	0	0	0	0	0	0	0	373	0	0	0	4	10	0	0	0	22	0	0	0	0	0	194	0	6	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	3	21	0	0	6	0	0	2	0	4	1	0	0	0	0	0	0	0	0
OTU_92	0	0	0	1	0	0	0	16	0	0	0	0	432	0	11	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1408	55	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	1	0	0	2	0	0	3	0	1	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	1
OTU_228	0	0	0	1	0	0	0	23	0	22	0	0	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	110	0	0	0	9	0	12	0	0	0	17	0	0	35	6	0	0	0	0	0	0	0	2	6	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	60	0	0	0	0	0	0	0	42	0	24	0	12	0	0	0	0	0	0	12	0	0	0	0	0	2	8	8	0	261	2	15	0	0	0	15
OTU_172	0	0	0	0	34	215	1	287	0	314	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	27	0	0	6	0	864	2	0	0	85	181	55	0	171	3	149	0	0	1	263	0	26	9	0	0	0	0	0	2	0	19	6	0	37	0	6	6	0	0	0	0	41	0	3	0	446	0	16	0	606	0	0	0	4	1	0	0	751	0	1190	0	0	0	0	0	0	0	163	74	3	0	3	2	13	0	33	4	0	1349	115	482	4	0	0	198
OTU_784	0	0	0	0	28	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_23	0	0	0	0	4	168	0	760	0	201	0	0	0	0	14	20	0	0	0	13	28	4	0	27	7	0	7	117	2	576	0	4	0	0	0	943	48	188	22	191	181	1058	176	241	166	84	103	15	0	2749	0	0	0	96	796	27	82	0	12	5	0	15	2	0	0	0	150	3	0	1163	2	181	52	16	0	1802	0	119	0	1	38	3	0	1764	0	2774	609	47	16	0	0	2	0	0	1257	10	0	202	0	33	11	69	316	0	46346	2	176	105	13	0	147
OTU_975	0	0	0	0	1	0	4	0	0	0	0	1	1	9	0	2	0	1	0	1	7	0	0	0	1	1	3	3	2	4	1	0	0	0	4	0	0	14	0	0	0	0	3	7	0	0	5	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	8	1476	0	0	0	0	0	12	0	0	15	0	2	0	0	20	10	0	7	2	2	0	0	0	265	2	22	0	1	1	0	0	0	0	1	2	3	0	0	0	0	0	50	16	0	8	6	2	0
OTU_151	0	0	0	0	1	0	0	46	0	493	0	0	1	0	2	6	0	0	172	1	0	0	0	0	0	14	0	0	0	21	136	0	3	0	23	14	0	5	0	12	21	65	0	0	3	0	0	0	0	0	0	0	0	794	0	0	0	0	0	0	1	0	2	0	0	8	0	0	0	0	0	9	0	0	0	2	1	0	0	0	9	0	0	11	0	69	0	0	23	0	0	0	0	170	234	1	0	17	7	0	0	47	0	0	654	0	4	1	28	0	0
OTU_3547	0	0	0	0	2	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	1	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	10	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	103	0	8	0	0	0	0
OTU_48	0	0	0	0	12	8	15	136	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	109	12	0	9	1	67	1	0	25	31	0	0	0	5	0	0	0	10	5	0	2	0	6	0	0	0	4	0	0	0	0	0	0	6	0	8	0	0	0	80	0	0	0	24	0	0	0	112	0	149	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	4	0	0	13598	1	10	1	0	0	27
OTU_1005	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	1	0	0
OTU_1533	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	5	0	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	38	3	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_3441	0	0	0	0	3	0	3	0	0	0	0	1	53	14	24	9	0	3	13	7	0	0	0	0	2	2	0	3	5	31	30	10	4	0	11	1	17	2	0	1	1	1	2	12	0	0	3	0	0	23	0	0	9	1	6	4	0	0	0	0	0	0	30	0	0	0	3	5	0	0	0	0	3	0	0	3	2	6	0	0	17	0	3	7	0	1	11	0	0	0	0	0	2	2	1	0	0	35	0	0	0	0	0	0	8	7	1	30	113	0	0
OTU_3134	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	429	0	0	0
OTU_286	0	0	0	0	1	0	0	0	0	0	0	0	0	41	6	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	80	0	0	0	0	8	0	0	0	0	0	2	6	0	0	0	0	0	12	0	0	0	34	10	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	53	0	4	0	0	0
