159389382	158357646	160400887	160259276	159571453	159915365	160542498	451588811	159490532	159227541	160643649	159207311	159551223	160461578	158114885	159308461	160765029	160704339	160178356	159369152	160158126	160502038	159632143	160016515	160056975	159611913	159005010	158883629	159753524	160481808	763721271	160097436	160421117	158438567	160218816	158924089	159247771	158236265	158499257	158418336	160582958	160380657	158216035	159591683	158802708	160603188	160663879	158276726	158337416	159450072	158458797	160684109	159510762	160441347	160137896	159672603	866653606	257905678	158964549	159429842	160319967	159166850	159328691	159288231	159713063	158742018	872848689	159814214	158013734	160239046	160845950	158398106	160036745	158479027	158155345	159146620	158721788	158944319	159268001	158256496	159085930
OTU_114	4	0	0	106	0	17	0	11	0	0	170	2	15	3	3	12	54	415	7	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	13	1	71	0	6	0	2	0	173	3	0	3	4	201	1	0	0	1	16	0	0	0	0	0	1	0	3	0	0	56	0	0	3	0	0	61	0	13	0	14	21	5
OTU_176	63	19	99	7	1	58	0	5	13	66	13	70	28	18	25	29	82	42	23	0	1	10	157	23	22	11	42	0	0	2	7	27	19	23	72	0	7	13	13	18	26	0	11	7	13	6	0	76	15	67	1	2	19	0	65	33	2	0	0	0	0	122	2	10	19	9	13	68	38	0	29	9	4	26	34	7	5	11	70	5	127
OTU_374	44	88	19	1	2	1	0	3	22	14	0	9	0	1	0	50	0	9	0	0	0	0	15	4	365	5	19	0	16	2	2	0	0	0	69	1	79	0	23	0	0	0	0	0	46	0	0	1	46	9	7	4	25	3	0	7	47	0	0	0	0	2	1	0	32	0	0	7	83	0	0	33	31	33	0	0	2	44	0	3	79
OTU_81	14	5	14	0	9	1	0	6	0	0	3	36	6	8	0	22	15	62	15	0	0	1	2	3	0	8	32	1	2	0	0	0	0	2	50	0	4	1	17	0	2	0	1	0	6	47	0	25	12	0	5	9	46	0	0	21	0	0	0	0	0	0	0	0	0	49	20	4	4	0	0	2	0	0	22	0	8	3	19	15	34
OTU_59	95	5	19	0	5	0	0	14	50	2	71	10	21	4	41	28	76	7	14	0	73	16	0	51	20	66	13	0	4	25	44	77	54	98	300	0	58	90	22	0	11	3	19	0	14	97	26	5	0	34	1	3	54	1	5	23	0	9	0	4	137	13	0	5	29	1	0	7	8	3	37	6	0	2	1	13	10	3	6	17	13
OTU_64	57	59	0	0	899	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	9	1545	0	0	0	0	172	0	0	0	0	0	0	0	0	0	41	0	0	0	0	515	0	0	0	0	0	0	0	0	21	0	0	0	0	19	0	3	0	54	0	46
OTU_31	74	88	2	1	1	131	0	178	11	0	49	55	7	39	394	366	0	64	475	0	121	161	7	0	0	39	45	51	0	0	14	7	0	0	14	55	70	0	127	0	1	0	0	0	242	489	46	1	32	0	322	24	1	42	0	52	10	3	535	10	1	0	0	71	0	110	0	40	330	2	1124	23	56	413	8	2	37	0	0	0	207
OTU_159	139	0	0	0	114	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	20	89	0	0	2	0	46	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	180	1	0	0	0	0	0	0	0	0	0	0	0
OTU_3	319	25	470	104	128	135	54	272	0	197	415	171	279	403	0	0	0	708	0	72	1135	0	283	55	0	282	461	0	40	1	50	0	0	0	1440	0	0	142	303	50	110	0	0	0	304	130	516	49	371	299	84	96	595	46	0	207	39	328	555	8	325	1	0	433	53	486	124	155	605	971	389	460	0	226	0	0	0	292	0	463	1160
OTU_282	4	5	0	1	0	0	3	0	0	0	0	1	0	0	0	1	4	1	0	0	10	11	0	0	0	0	1	0	8	0	2	0	0	2	13	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	8	0	0	0	1	3	0	0	3	1	3	0	0	2	1	2	0
OTU_50	272	102	87	32	143	36	0	123	74	789	21	136	63	45	69	140	142	11	65	2	17	2	94	10	22	28	80	22	20	11	23	5	0	301	272	0	117	23	901	129	15	30	34	0	140	133	10	212	1	35	9	12	471	0	2	106	1	6	239	2	98	23	1	119	0	2	65	202	101	0	3	43	0	3	18	27	5	36	58	137	10
OTU_156	12	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	6	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	137	0	51	0	0	0	0	0	3	0	0	0	0	114	0	0	2	0
OTU_52	29	41	8	9	0	0	0	33	18	58	11	48	2	2	16	45	27	22	4	6	6	297	0	13	19	0	0	0	93	3	209	0	6	44	14	1	3	2	0	9	1	8	15	7	3	2	0	5	2	9	2	0	9	19	0	0	1	15	38	13	13	8	1	10	7	6	40	31	17	19	45	50	7	0	22	3	0	7	0	8	11
OTU_577	10	5	6	2	9	1	0	11	84	3	1	16	0	2	4	6	12	0	17	4	1	7	2	8	2	2	0	0	12	0	6	12	0	2	2	0	0	23	2	0	1	0	16	6	25	72	5	0	4	1	0	1	7	25	0	30	0	6	0	1	16	1	0	74	0	13	0	4	10	0	5	1	0	0	1	0	0	6	1	8	54
OTU_143	80	0	0	0	37	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	111	143	0	0	0	0	232	0	0	0	0	0	0	0	0	0	245	0	0	0	0	42	85	0	0	0	0	0	0	0	1	0	0	0	0	38	0	3	0	333	0	201
OTU_289	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11	89	46	260	1	34	4	0	25	2	62	113	79	78	0	23	112	36	1238	230	47	59	115	3	6	0	52	38	0	53	0	297	7	32	0	71	0	56	17	9	20	28	28	47	0	40	12	19	21	44	4	5	18	50	7	2	32	5	21	0	0	3	2	2	418	0	12	7	19	53	1	0	16	0	37	81	0	0	104	13	1	327
OTU_168	247	21	219	58	427	30	1	164	338	144	99	593	478	0	67	196	186	82	227	90	249	755	98	88	225	69	385	257	33	38	124	112	329	0	388	237	243	74	30	80	157	0	96	78	60	97	80	43	178	90	85	69	544	191	77	616	50	36	126	39	103	56	67	154	0	128	135	423	181	1	833	121	16	334	58	222	13	74	27	78	38
OTU_137	17	19	115	0	16	0	0	0	0	6	0	15	0	0	0	0	0	0	158	0	2	0	0	0	0	0	4	0	0	2	0	0	0	0	0	3	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	5	0
OTU_54	90	824	87	8	24	14	0	34	42	104	17	14	20	17	43	17	86	7	72	20	15	194	30	0	84	17	37	2	72	11	64	53	23	56	91	8	3	2	20	213	6	31	11	9	64	40	14	33	5	13	3	7	58	13	1	20	8	5	8	6	40	7	14	106	17	40	2	59	56	39	6	18	7	4	20	12	16	3	48	19	47
OTU_20	89	1205	470	32	366	110	36	17	30	46	654	35	48	0	0	1330	0	1	393	0	36	161	33	35	230	11	64	0	86	4	55	0	0	0	172	26	23	4	4	0	13	451	0	73	32	209	8	48	52	143	16	22	152	0	40	76	23	161	210	0	0	1	3	137	80	13	72	214	853	14	0	72	46	0	38	0	97	145	0	468	514
OTU_186	2	46	4	6	7	0	0	0	0	26	2	3	0	0	0	0	11	0	0	0	1	0	24	1	0	2	1	0	0	0	2	0	0	0	15	3	1	0	4	0	2	0	0	0	4	1	0	4	1	7	1	5	0	0	0	0	0	0	0	0	0	0	0	22	0	27	4	0	52	0	0	0	0	0	1	0	0	4	0	0	0
OTU_403	2	0	9	0	0	0	0	3	1	1	0	5	3	3	8	0	5	5	5	0	1	6	7	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	4	3	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	2	0	0	0	9	0	3	0	0	0	0	0	0	0	0	20	1	3	7	7
OTU_112	112	30	53	0	14	20	0	0	9	92	9	26	20	10	42	13	19	21	54	0	21	0	0	0	0	3	18	0	11	3	21	0	25	14	30	0	14	0	19	8	21	15	3	0	29	19	3	86	44	32	0	10	29	0	0	3	0	18	0	0	12	0	0	33	0	24	18	5	1	0	0	0	0	0	15	4	0	2	27	10	27
OTU_228	4	1	9	7	6	4	0	6	3	3	10	5	2	5	18	6	20	8	9	4	4	69	11	0	11	3	6	1	2	4	49	51	3	2	13	0	2	6	3	0	3	23	0	0	12	4	4	5	11	2	0	0	14	0	0	3	0	34	7	1	14	2	0	64	0	12	14	0	10	0	11	3	0	0	2	0	0	1	0	2	4
OTU_38	25	186	26	27	59	74	16	43	26	54	60	77	75	318	0	0	0	88	188	0	159	0	137	98	15	70	186	0	1	5	0	0	58	0	96	4	100	15	59	65	15	0	0	0	34	39	93	9	66	32	26	37	29	15	0	19	2	131	314	19	49	3	128	44	2	39	0	0	217	147	101	22	2	37	72	0	85	81	0	47	5
OTU_68	26	2	3	0	22	3	0	14	3	15	44	23	34	52	26	10	23	72	1	6	9	26	3	0	8	7	12	1	25	1	29	4	5	16	27	0	6	5	1	4	0	9	4	0	3	7	7	118	103	5	1	8	32	1	0	10	0	3	5	0	18	2	1	110	0	20	0	6	16	0	3	5	16	1	6	0	15	2	3	3	15
OTU_28	83	21	54	10	39	50	21	118	0	108	138	96	30	128	0	379	0	81	57	0	145	160	22	5	0	33	113	0	12	5	5	0	0	0	189	3	9	7	192	12	14	0	12	2	109	77	243	51	0	0	26	36	384	16	3	37	0	61	0	0	100	2	0	94	0	37	0	69	77	4	54	39	33	75	21	0	18	44	0	30	0
OTU_69	23	0	9	0	27	2	0	0	1	11	4	36	6	5	6	17	22	147	4	1	3	1	3	0	14	9	8	12	11	2	173	4	0	3	20	6	2	1	2	7	4	4	4	7	4	10	2	2	17	5	3	3	9	0	0	0	0	16	30	3	12	22	1	30	0	42	0	4	18	1	2	0	0	1	4	0	14	5	6	2	0
OTU_32	45	36	220	267	78	41	0	9	2	173	99	128	17	0	9	86	310	137	105	0	0	69	73	22	0	7	164	0	56	1	206	0	0	5	202	0	0	3	17	33	12	5	0	0	9	18	13	24	6	2	25	57	40	0	6	2	0	12	7	0	2	7	34	20	5	25	0	6	159	9	0	194	69	33	380	29	30	199	24	60	77
OTU_477	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	33	0	0	16	0	0	41	0
OTU_236	8	0	0	36	18	5	0	108	0	0	0	16	16	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	10	0	0	21	0	2	0	0	0	7	0	0	0	103	0	0	0	0	55	0	0	0	0	0	0	0	0	2	0	23	0	0	0	0	0	0	0	57	0
OTU_196	15	5	0	32	20	43	0	0	0	0	18	0	34	0	0	0	32	37	0	0	0	0	64	0	0	0	8	0	0	0	0	0	0	0	26	5	10	7	12	0	55	0	0	0	28	101	0	1	0	119	15	0	0	0	0	0	0	4	0	0	0	1	10	20	0	15	0	0	22	2	0	16	0	0	0	0	0	21	0	20	139
OTU_96	35	3	1	0	13	0	0	0	4	8	10	9	6	1	0	0	0	0	3	0	1	31	1	0	0	3	4	0	0	7	0	0	4	12	17	0	0	2	8	0	3	78	0	0	3	3	2	1	0	2	5	1	26	0	0	1	1	0	231	0	4	0	1	7	0	0	0	10	3	0	0	0	0	2	0	0	22	0	11	3	0
OTU_472	13	9	20	1	34	44	2	2	265	2	3	15	13	10	31	2	68	6	68	41	3	8	2	14	25	17	11	0	8	1	40	20	74	37	341	0	7	3	43	1	38	4	5	38	15	284	39	3	9	9	3	3	64	23	3	9	0	32	0	6	13	4	0	78	11	1	3	71	109	0	40	7	0	12	13	2	0	6	9	21	43
OTU_222	10	0	0	4	4	99	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	16	0	0	0	0	0	0	0	162	0	0	0	0	0	0	50	0	0	0	0	0	0	115	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0
OTU_120	15	0	2	0	20	0	0	0	0	0	0	3	0	0	0	0	159	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	2	0	0	0	0	39	0	0	0	0	86	0	71	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_365	8	0	1	0	4	3	0	0	2	30	4	4	5	1	10	0	4	1	10	0	0	0	1	1	1	0	1	17	1	0	1	18	0	13	3	0	1	2	1	3	0	3	2	0	0	6	2	12	0	5	2	0	9	0	4	2	0	0	28	0	0	9	2	18	8	2	1	6	4	0	0	2	0	0	3	14	0	2	0	2	1
OTU_87	6	25	26	4	1	9	44	0	10	5	3	3	24	4	6	29	17	22	4	16	3	86	2	1	12	8	11	0	0	0	0	3	12	7	63	9	14	0	2	2	5	17	2	18	11	5	1	0	5	19	3	6	35	8	1	3	1	9	91	0	19	0	7	4	11	13	5	17	2	8	12	3	7	8	3	74	20	2	16	4	30
OTU_284	10	0	22	1	13	6	0	2	10	3	13	31	10	40	2	6	22	16	10	0	5	42	40	17	0	2	23	0	5	3	19	1	1	25	244	0	0	1	31	0	11	2	0	0	36	80	2	5	10	4	2	3	36	8	0	10	0	0	5	0	3	19	4	24	2	12	7	10	14	3	8	5	0	8	1	0	14	6	8	7	6
OTU_507	71	1	57	34	42	23	48	0	155	5	79	13	65	14	318	857	4	216	231	44	36	108	85	0	105	204	19	33	9	1	7	270	62	0	13	42	96	24	59	6	122	135	29	56	45	209	39	66	0	115	0	2	1183	7	15	15	89	53	92	64	2	21	61	8	124	28	185	1	66	16	98	27	37	28	24	65	3	6	34	24	105
OTU_298	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	426	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	86	0	2	0	26	0	1
OTU_25	111	0	6	54	15	16	0	20	373	0	24	32	85	24	15	0	225	19	221	0	23	24	0	0	0	51	997	0	436	1	0	34	188	0	524	0	211	2	6	0	18	15	119	0	6	34	2	18	52	10	5	35	164	0	0	118	14	0	0	0	0	1	10	379	2	73	20	16	39	1	0	13	129	0	5	11	0	1708	70	26	44
OTU_253	22	1	8	7	233	22	28	0	5	5	5	0	7	0	166	33	2	60	29	38	123	4	70	22	1	9	9	3	0	0	0	58	118	0	0	18	27	3	16	30	95	8	6	3	18	4	4	106	0	20	0	17	115	3	57	2	17	34	340	11	7	5	0	103	4	0	22	0	82	66	67	9	1	5	12	71	57	2	0	46	26
OTU_4	33	51	53	8	483	45	72	0	285	11	620	60	148	0	70	54	0	67	268	152	44	47	205	42	319	37	155	73	21	7	0	12	0	0	0	45	0	30	133	337	301	324	1	0	319	18	33	37	294	47	80	59	0	0	23	19	37	35	3300	1	96	7	10	2809	40	121	0	101	234	132	6	97	212	8	41	38	74	47	0	45	58
OTU_292	2	0	2	0	2	0	0	1	0	0	0	0	7	1	3	0	6	0	3	0	16	4	0	1	5	1	0	0	0	1	0	0	0	0	36	1	2	0	0	1	0	6	1	3	0	0	0	0	6	1	0	0	2	2	0	0	0	5	1	3	6	0	0	1	0	5	1	12	2	0	0	0	3	16	0	0	0	3	10	0	14
OTU_305	19	1	0	0	4	5	1	8	12	23	11	9	7	3	2	2	11	2	3	0	0	0	12	0	9	0	5	0	0	0	0	2	1	11	15	0	1	1	11	2	1	4	1	0	17	8	1	36	0	2	2	0	14	0	0	3	0	0	24	1	7	2	4	4	0	0	1	6	7	0	4	2	0	0	9	1	0	2	5	2	1
OTU_115	11	0	22	7	5	13	0	3	0	4	23	29	12	4	0	66	5	36	33	0	0	6	8	4	0	0	17	0	21	2	0	46	0	11	52	0	1	0	49	2	5	0	3	0	2	20	5	0	0	2	0	2	26	0	8	0	0	15	0	0	6	0	47	18	0	8	0	30	7	0	0	0	1	0	3	7	106	20	0	6	0
OTU_230	17	1	12	0	1	9	0	3	6	4	13	3	28	13	9	6	5	43	63	6	2	24	0	0	1	2	10	3	23	3	26	3	0	2	0	0	4	0	2	1	3	11	2	0	29	10	3	5	3	10	0	5	11	0	0	0	1	24	9	1	12	6	0	38	0	12	0	6	10	0	0	8	0	0	0	0	95	5	16	6	8
OTU_656	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_504	1	0	2	1	0	11	0	0	2	3	0	0	12	6	4	0	0	0	20	0	1	1	6	0	0	9	10	0	0	4	0	0	20	0	0	0	0	5	24	10	2	0	9	0	3	6	14	0	0	0	0	0	30	0	1	4	1	0	2	0	0	3	5	0	0	0	0	6	0	2	0	0	9	8	0	0	0	1	12	0	0
OTU_308	2	0	10	0	0	0	0	0	0	0	2	1	1	0	0	3	0	2	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	2	2	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	19	0	0	0	2	7	0	0	2	0	0	0	0	1	1	0	0	0
OTU_131	12	4	6	0	0	0	2	0	4	2	0	7	0	0	0	1	3	8	2	7	5	2	4	0	12	0	3	0	78	2	33	0	2	6	24	0	11	1	0	20	0	10	1	0	1	3	0	3	2	2	16	5	2	0	0	0	1	9	84	6	8	0	4	3	6	0	0	1	10	0	1	2	1	4	0	4	16	0	8	0	3
OTU_233	7	16	1	1	5	0	0	0	4	2	12	7	4	7	5	5	8	39	1	0	12	10	2	3	0	1	10	0	0	0	1	0	37	16	19	0	0	3	13	1	4	5	2	1	2	4	8	3	7	9	3	0	0	0	3	3	0	7	1	0	1	1	5	20	0	0	7	6	10	0	1	2	0	0	1	0	1	0	3	56	9
OTU_302	6	0	0	0	1	0	0	13	1	0	1	4	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	30	0	0	18	0	11	0	0	0	0	0	20	0	5	0	3	0	0	0	2	0	1	0	1	0	0	0	0	2	0	0	1	0	1	0	3	0	2	1	0	4	0	0	0	0	0	0	0	0	3	0
OTU_368	1	1	5	2	5	3	0	4	4	5	8	4	13	6	7	0	9	3	12	1	3	24	28	4	0	1	10	1	0	0	25	0	2	2	30	0	2	3	7	7	6	73	0	0	37	8	6	2	0	4	0	4	7	0	8	2	4	2	26	0	12	3	6	49	0	7	2	17	8	0	2	7	3	1	4	0	13	6	5	3	6
OTU_616	6	0	5	0	1	1	0	6	1	1	0	0	1	0	1	0	0	4	1	3	1	0	1	1	1	6	1	0	0	0	0	2	3	0	5	0	1	1	1	0	1	0	2	1	2	0	0	1	0	3	2	0	3	1	1	1	0	0	0	0	1	0	0	5	1	0	0	2	0	0	1	0	1	1	0	0	0	3	0	1	0
OTU_475	43	0	7	1	2	3	4	6	29	24	5	0	4	0	12	7	13	2	8	29	15	16	3	5	19	4	5	51	0	0	4	39	30	0	12	20	11	1	0	12	4	0	30	14	0	7	0	3	0	7	17	2	61	0	2	1	0	1	20	3	1	0	3	1	0	0	6	6	17	0	24	10	1	0	6	13	0	0	0	1	1
OTU_496	3	1155	115	4	0	0	0	13	0	0	25	49	13	0	0	6	0	72	214	23	0	2	2	0	0	6	1	0	3	0	0	26	18	0	19	0	5	4	0	5	2	0	17	0	55	6	0	11	24	0	0	5	0	19	0	0	6	0	0	0	3	0	0	31	0	0	0	0	36	1	0	24	2	15	0	2	0	55	6	0	102
OTU_67	15	347	18	13	10	2	0	4	0	9	0	31	26	0	0	10	0	22	117	30	0	50	2	34	0	29	53	0	0	1	0	0	0	0	51	0	0	0	9	15	10	0	3	0	7	17	33	2	0	2	0	28	0	0	0	0	0	0	0	3	0	1	0	0	11	10	0	15	0	44	0	0	0	20	3	0	8	61	0	37	143
OTU_142	5	0	8	0	2	0	0	17	1	1	3	0	0	0	1	2	5	9	0	0	0	1	0	0	21	0	0	1	0	4	2	0	2	1	4	17	0	0	0	2	0	0	0	37	0	2	0	1	0	0	1	0	1	0	13	0	0	0	242	1	1	0	0	0	0	11	0	0	0	0	0	1	0	17	1	0	20	0	18	3	5
OTU_243	13	0	23	0	6	1	0	25	6	10	10	8	14	26	10	10	15	6	38	8	1	26	3	1	4	6	5	0	16	2	25	15	14	11	31	0	0	0	12	9	1	30	0	0	7	7	2	5	0	3	1	4	11	3	0	0	0	5	1	0	22	3	2	4	0	23	0	7	11	1	15	46	0	0	11	3	0	7	0	2	2
OTU_515	2	0	0	1	0	0	0	0	1	1	5	2	2	1	1	1	0	0	1	0	0	11	0	0	0	0	1	0	0	0	0	0	2	0	5	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	5	0	0	14	0	11	0	0	0	1	2	0	0	2	0	1
